year,month,Country,Port,Vessel Category,Trade Flow,Trade Vol ,,,,
2022,6,"Micronesia, Colonia", Colonia,General Cargo,Exports,1115.5,,,,
2022,6,"Micronesia, Lele Harbor", Lele Harbor,Container,Exports,2675.7,,,,
2022,6,"Micronesia, Lele Harbor", Lele Harbor,General Cargo,Exports,734.5,,,,
2022,6,"Micronesia, Lele Harbor", Lele Harbor,General Cargo,Imports,462.5,,,,
2022,6,"Micronesia, Moen", Moen,General Cargo,Exports,773.2,,,,
2022,6,"Micronesia, Moen", Moen,General Cargo,Imports,628,,,,
2022,6,"Micronesia, Moen", Moen,Tanker,Exports,208.2,,,,
2022,6,"Micronesia, Pornpei Harbor", Pornpei Harbor,Container,Exports,1502.2,,,,
2022,6,"Micronesia, Pornpei Harbor", Pornpei Harbor,Container,Imports,916.6,,,,
2022,6,"Micronesia, Pornpei Harbor", Pornpei Harbor,General Cargo,Exports,1579.2,,,,
2022,6,"Micronesia, Pornpei Harbor", Pornpei Harbor,General Cargo,Imports,2273.9,,,,
2022,6,"Micronesia, Pornpei Harbor", Pornpei Harbor,Tanker,Imports,2079.4,,,,
2022,6,"Nauru, Nauru", Nauru,Bulk Carrier,Exports,50032.3,,,,
2022,6,"Nauru, Nauru", Nauru,Bulk Carrier,Imports,376.6,,,,
2022,6,"Nauru, Nauru", Nauru,Container,Imports,1365.8,,,,
2022,6,"Palau, Malakal Harbor", Malakal Harbor,Container,Imports,5589.4,,,,
2022,6,"Palau, Malakal Harbor", Malakal Harbor,General Cargo,Imports,724.4,,,,
2022,6,"Papua New Guinea, Alotoa", Alotoa,Bulk Carrier,Exports,12457.7,,,,
2022,6,"Papua New Guinea, Alotoa", Alotoa,Container,Exports,330.9,,,,
2022,6,"Papua New Guinea, Alotoa", Alotoa,General Cargo,Exports,1773,,,,
2022,6,"Papua New Guinea, Alotoa", Alotoa,Tanker,Exports,8793.9,,,,
2022,6,"Papua New Guinea, Alotoa", Alotoa,Tanker,Imports,158.8,,,,
2022,6,"Papua New Guinea, Buka", Buka,Container,Exports,189.6,,,,
2022,6,"Papua New Guinea, Buka", Buka,General Cargo,Exports,1284.4,,,,
2022,6,"Papua New Guinea, Buka", Buka,General Cargo,Imports,816.8,,,,
2022,6,"Papua New Guinea, Daru", Daru,Bulk Carrier,Exports,8250.3,,,,
2022,6,"Papua New Guinea, Daru", Daru,General Cargo,Exports,45.6,,,,
2022,6,"Papua New Guinea, Daru", Daru,General Cargo,Imports,339.4,,,,
2022,6,"Papua New Guinea, Kavieng Harbor", Kavieng Harbor,Bulk Carrier,Exports,16833.5,,,,
2022,6,"Papua New Guinea, Kavieng Harbor", Kavieng Harbor,Container,Exports,383.5,,,,
2022,6,"Papua New Guinea, Kavieng Harbor", Kavieng Harbor,Container,Imports,2324.9,,,,
2022,6,"Papua New Guinea, Kavieng Harbor", Kavieng Harbor,General Cargo,Exports,11771.7,,,,
2022,6,"Papua New Guinea, Kavieng Harbor", Kavieng Harbor,Tanker,Imports,160.2,,,,
2022,6,"Papua New Guinea, Kieta", Kieta,Container,Exports,383.5,,,,
2022,6,"Papua New Guinea, Kieta", Kieta,Container,Imports,756.7,,,,
2022,6,"Papua New Guinea, Kimbe", Kimbe,Bulk Carrier,Exports,24877.4,,,,
2022,6,"Papua New Guinea, Kimbe", Kimbe,Container,Exports,3899.1,,,,
2022,6,"Papua New Guinea, Kimbe", Kimbe,Container,Imports,3464.3,,,,
2022,6,"Papua New Guinea, Kimbe", Kimbe,General Cargo,Exports,1860.3,,,,
2022,6,"Papua New Guinea, Kimbe", Kimbe,General Cargo,Imports,2175.1,,,,
2022,6,"Papua New Guinea, Kimbe", Kimbe,Tanker,Exports,12707,,,,
2022,6,"Papua New Guinea, Kimbe", Kimbe,Tanker,Imports,901.1,,,,
2022,6,"Papua New Guinea, Lae", Lae,Bulk Carrier,Imports,22640.1,,,,
2022,6,"Papua New Guinea, Lae", Lae,Container,Exports,15411.4,,,,
2022,6,"Papua New Guinea, Lae", Lae,Container,Imports,35321.5,,,,
2022,6,"Papua New Guinea, Lae", Lae,General Cargo,Exports,18137.8,,,,
2022,6,"Papua New Guinea, Lae", Lae,General Cargo,Imports,11246.1,,,,
2022,6,"Papua New Guinea, Lae", Lae,Tanker,Exports,10062.9,,,,
2022,6,"Papua New Guinea, Lae", Lae,Tanker,Imports,7294.1,,,,
2022,6,"Papua New Guinea, Madang", Madang,Bulk Carrier,Exports,37645.1,,,,
2022,6,"Papua New Guinea, Madang", Madang,Container,Exports,2658.8,,,,
2022,6,"Papua New Guinea, Madang", Madang,Container,Imports,872,,,,
2022,6,"Papua New Guinea, Madang", Madang,General Cargo,Exports,2721.1,,,,
2022,6,"Papua New Guinea, Madang", Madang,General Cargo,Imports,1147.5,,,,
2022,6,"Papua New Guinea, Madang", Madang,Tanker,Exports,4597.3,,,,
2022,6,"Papua New Guinea, Madang", Madang,Tanker,Imports,235.3,,,,
2022,6,"Papua New Guinea, Oro Bay", Oro Bay,Bulk Carrier,Exports,14827,,,,
2022,6,"Papua New Guinea, Oro Bay", Oro Bay,Container,Imports,2914.2,,,,
2022,6,"Papua New Guinea, Oro Bay", Oro Bay,Tanker,Imports,633.1,,,,
2022,6,"Papua New Guinea, Port Moresby", Port Moresby,Bulk Carrier,Exports,1486.9,,,,
2022,6,"Papua New Guinea, Port Moresby", Port Moresby,Bulk Carrier,Imports,5221.2,,,,
2022,6,"Papua New Guinea, Port Moresby", Port Moresby,Container,Exports,5014.2,,,,
2022,6,"Papua New Guinea, Port Moresby", Port Moresby,Container,Imports,29096.4,,,,
2022,6,"Papua New Guinea, Port Moresby", Port Moresby,General Cargo,Exports,11342.5,,,,
2022,6,"Papua New Guinea, Port Moresby", Port Moresby,General Cargo,Imports,6009.9,,,,
2022,6,"Papua New Guinea, Port Moresby", Port Moresby,Tanker,Exports,247955.7,,,,
2022,6,"Papua New Guinea, Port Moresby", Port Moresby,Tanker,Imports,4077.4,,,,
2022,6,"Papua New Guinea, Put Put", Put Put,Container,Imports,2971.1,,,,
2022,6,"Papua New Guinea, Put Put", Put Put,General Cargo,Exports,296.2,,,,
2022,6,"Papua New Guinea, Put Put", Put Put,General Cargo,Imports,9864.6,,,,
2022,6,"Papua New Guinea, Put Put", Put Put,Tanker,Exports,415.6,,,,
2022,6,"Papua New Guinea, Rabaul", Rabaul,Bulk Carrier,Exports,25770,,,,
2022,6,"Papua New Guinea, Rabaul", Rabaul,Container,Exports,1865.8,,,,
2022,6,"Papua New Guinea, Rabaul", Rabaul,Container,Imports,2972.2,,,,
2022,6,"Papua New Guinea, Rabaul", Rabaul,General Cargo,Exports,29741.7,,,,
2022,6,"Papua New Guinea, Rabaul", Rabaul,General Cargo,Imports,7044,,,,
2022,6,"Papua New Guinea, Rabaul", Rabaul,Tanker,Exports,3612.8,,,,
2022,6,"Papua New Guinea, Rabaul", Rabaul,Tanker,Imports,4384.4,,,,
2022,6,"Papua New Guinea, Vanimo", Vanimo,Bulk Carrier,Exports,31220.6,,,,
2022,6,"Papua New Guinea, Vanimo", Vanimo,Bulk Carrier,Imports,1159.5,,,,
2022,6,"Papua New Guinea, Vanimo", Vanimo,General Cargo,Exports,2378.7,,,,
2022,6,"Papua New Guinea, Vanimo", Vanimo,General Cargo,Imports,5529.9,,,,
2022,6,"Papua New Guinea, Wewak Harbor", Wewak Harbor,Bulk Carrier,Exports,14090.3,,,,
2022,6,"Papua New Guinea, Wewak Harbor", Wewak Harbor,Container,Imports,432.6,,,,
2022,6,"Papua New Guinea, Wewak Harbor", Wewak Harbor,General Cargo,Exports,1267.3,,,,
2022,6,"Papua New Guinea, Wewak Harbor", Wewak Harbor,Tanker,Exports,3334.8,,,,
2022,6,"Papua New Guinea, Wewak Harbor", Wewak Harbor,Tanker,Imports,2245.9,,,,
2022,6,"Samoa, Apia", Apia,Container,Exports,4655.1,,,,
2022,6,"Samoa, Apia", Apia,Container,Imports,6330.9,,,,
2022,6,"Samoa, Apia", Apia,General Cargo,Imports,8239.6,,,,
2022,6,"Samoa, Apia", Apia,Tanker,Exports,150.5,,,,
2022,6,"Solomon Islands, Honiara", Honiara,Bulk Carrier,Exports,24057.4,,,,
2022,6,"Solomon Islands, Honiara", Honiara,Bulk Carrier,Imports,1528.1,,,,
2022,6,"Solomon Islands, Honiara", Honiara,Container,Exports,300.4,,,,
2022,6,"Solomon Islands, Honiara", Honiara,Container,Imports,9911.8,,,,
2022,6,"Solomon Islands, Honiara", Honiara,General Cargo,Exports,5710.7,,,,
2022,6,"Solomon Islands, Honiara", Honiara,General Cargo,Imports,641.5,,,,
2022,6,"Solomon Islands, Honiara", Honiara,Tanker,Imports,9064.4,,,,
2022,6,"Solomon Islands, Ndora", Ndora,Bulk Carrier,Exports,4253,,,,
2022,6,"Solomon Islands, Ndora", Ndora,General Cargo,Exports,3531.3,,,,
2022,6,"Solomon Islands, Port Noro", Port Noro,Bulk Carrier,Exports,10946.2,,,,
2022,6,"Solomon Islands, Port Noro", Port Noro,Container,Exports,799.8,,,,
2022,6,"Solomon Islands, Port Noro", Port Noro,Container,Imports,1057.9,,,,
2022,6,"Solomon Islands, Port Noro", Port Noro,General Cargo,Exports,1941.1,,,,
2022,6,"Solomon Islands, Port Noro", Port Noro,Tanker,Exports,919.7,,,,
2022,6,"Solomon Islands, Port Noro", Port Noro,Tanker,Imports,2971.3,,,,
2022,6,"Tonga, Neiafu", Neiafu,General Cargo,Imports,271.4,,,,
2022,6,"Tonga, Neiafu", Neiafu,Tanker,Exports,407.7,,,,
2022,6,"Tonga, Neiafu", Neiafu,Tanker,Imports,691.8,,,,
2022,6,"Tonga, Nuku Alofa", Nuku Alofa,Container,Exports,384.3,,,,
2022,6,"Tonga, Nuku Alofa", Nuku Alofa,Container,Imports,6039,,,,
2022,6,"Tonga, Nuku Alofa", Nuku Alofa,General Cargo,Exports,505.8,,,,
2022,6,"Tonga, Nuku Alofa", Nuku Alofa,General Cargo,Imports,6505,,,,
2022,6,"Tonga, Nuku Alofa", Nuku Alofa,Tanker,Exports,554.5,,,,
2022,6,"Tonga, Nuku Alofa", Nuku Alofa,Tanker,Imports,730.3,,,,
2022,6,"Tuvalu, Funafuti Atoll", Funafuti Atoll,General Cargo,Exports,499.5,,,,
2022,6,"Tuvalu, Funafuti Atoll", Funafuti Atoll,Tanker,Imports,501.8,,,,
2022,6,"Vanuatu, Luganville", Luganville,Container,Imports,388.9,,,,
2022,6,"Vanuatu, Luganville", Luganville,General Cargo,Exports,445,,,,
2022,6,"Vanuatu, Luganville", Luganville,General Cargo,Imports,975.3,,,,
2022,6,"Vanuatu, Port Vila", Port Vila,Container,Exports,864.8,,,,
2022,6,"Vanuatu, Port Vila", Port Vila,Container,Imports,3248,,,,
2022,6,"Vanuatu, Port Vila", Port Vila,General Cargo,Exports,661.9,,,,
2022,6,"Vanuatu, Port Vila", Port Vila,General Cargo,Imports,325.8,,,,
2022,6,"Vanuatu, Port Vila", Port Vila,Tanker,Imports,151.9,,,,
2022,7,"Fiji, Lautoka Harbor", Lautoka Harbor,Container,Exports,26911.7,,,,
2022,7,"Fiji, Lautoka Harbor", Lautoka Harbor,Container,Imports,11363.6,,,,
2022,7,"Fiji, Lautoka Harbor", Lautoka Harbor,General Cargo,Exports,199.4,,,,
2022,7,"Fiji, Lautoka Harbor", Lautoka Harbor,General Cargo,Imports,984.6,,,,
2022,7,"Fiji, Lautoka Harbor", Lautoka Harbor,Tanker,Exports,5585.9,,,,
2022,7,"Fiji, Lautoka Harbor", Lautoka Harbor,Tanker,Imports,26472.2,,,,
2022,7,"Fiji, Malai", Malai,Bulk Carrier,Exports,1402,,,,
2022,7,"Fiji, Malai", Malai,Tanker,Exports,297.2,,,,
2022,7,"Fiji, Malai", Malai,Tanker,Imports,1082.2,,,,
2022,7,"Fiji, Suva Harbor", Suva Harbor,Bulk Carrier,Exports,839,,,,
2022,7,"Fiji, Suva Harbor", Suva Harbor,Container,Exports,12544,,,,
2022,7,"Fiji, Suva Harbor", Suva Harbor,Container,Imports,20256.4,,,,
2022,7,"Fiji, Suva Harbor", Suva Harbor,General Cargo,Exports,1088.3,,,,
2022,7,"Fiji, Suva Harbor", Suva Harbor,General Cargo,Imports,3569,,,,
2022,7,"Fiji, Suva Harbor", Suva Harbor,Tanker,Exports,56.3,,,,
2022,7,"Fiji, Suva Harbor", Suva Harbor,Tanker,Imports,25624.3,,,,
2022,7,"Kiribati, Kiribati", Kiribati,Container,Exports,1259.7,,,,
2022,7,"Kiribati, Tarawa Atoll", Tarawa Atoll,Container,Exports,785.7,,,,
2022,7,"Kiribati, Tarawa Atoll", Tarawa Atoll,Container,Imports,2702.6,,,,
2022,7,"Kiribati, Tarawa Atoll", Tarawa Atoll,General Cargo,Imports,301.6,,,,
2022,7,"Kiribati, Tarawa Atoll", Tarawa Atoll,Tanker,Exports,515.3,,,,
2022,7,"Marshall Islands, Ebeye", Ebeye,General Cargo,Imports,1596.1,,,,
2022,7,"Marshall Islands, Kwajalein", Kwajalein,General Cargo,Imports,1894.9,,,,
2022,7,"Marshall Islands, Kwajalein", Kwajalein,Tanker,Imports,317,,,,
2022,7,"Marshall Islands, Majuro Atoll", Majuro Atoll,Container,Exports,301.2,,,,
2022,7,"Marshall Islands, Majuro Atoll", Majuro Atoll,Container,Imports,1933.5,,,,
2022,7,"Marshall Islands, Majuro Atoll", Majuro Atoll,General Cargo,Exports,1535.4,,,,
2022,7,"Marshall Islands, Majuro Atoll", Majuro Atoll,General Cargo,Imports,2484.5,,,,
2022,7,"Marshall Islands, Majuro Atoll", Majuro Atoll,Tanker,Imports,2013.6,,,,
2022,7,"Micronesia, Colonia", Colonia,Container,Imports,358,,,,
2022,7,"Micronesia, Colonia", Colonia,Tanker,Imports,207,,,,
2022,7,"Micronesia, Lele Harbor", Lele Harbor,Container,Exports,1786.7,,,,
2022,7,"Micronesia, Lele Harbor", Lele Harbor,Container,Imports,299.5,,,,
2022,7,"Micronesia, Lele Harbor", Lele Harbor,General Cargo,Exports,255.6,,,,
2022,7,"Micronesia, Lele Harbor", Lele Harbor,General Cargo,Imports,483.3,,,,
2022,7,"Micronesia, Lele Harbor", Lele Harbor,Tanker,Imports,1046.9,,,,
2022,7,"Micronesia, Moen", Moen,General Cargo,Exports,334.9,,,,
2022,7,"Micronesia, Moen", Moen,General Cargo,Imports,549.1,,,,
2022,7,"Micronesia, Pornpei Harbor", Pornpei Harbor,Container,Exports,1203.9,,,,
2022,7,"Micronesia, Pornpei Harbor", Pornpei Harbor,General Cargo,Imports,1024.6,,,,
2022,7,"Micronesia, Pornpei Harbor", Pornpei Harbor,Tanker,Imports,833.9,,,,
2022,7,"Nauru, Nauru", Nauru,Bulk Carrier,Exports,18401.6,,,,
2022,7,"Nauru, Nauru", Nauru,Container,Imports,5330.4,,,,
2022,7,"Nauru, Nauru", Nauru,General Cargo,Imports,1189.8,,,,
2022,7,"Palau, Malakal Harbor", Malakal Harbor,Container,Imports,4383.8,,,,
2022,7,"Palau, Malakal Harbor", Malakal Harbor,General Cargo,Exports,342.9,,,,
2022,7,"Palau, Malakal Harbor", Malakal Harbor,General Cargo,Imports,1286.1,,,,
2022,7,"Palau, Malakal Harbor", Malakal Harbor,Tanker,Imports,1038.5,,,,
2022,7,"Papua New Guinea, Alotoa", Alotoa,Container,Exports,1012.6,,,,
2022,7,"Papua New Guinea, Alotoa", Alotoa,Container,Imports,380.7,,,,
2022,7,"Papua New Guinea, Alotoa", Alotoa,General Cargo,Exports,794.4,,,,
2022,7,"Papua New Guinea, Alotoa", Alotoa,Tanker,Exports,5070.5,,,,
2022,7,"Papua New Guinea, Alotoa", Alotoa,Tanker,Imports,949.6,,,,
2022,7,"Papua New Guinea, Buka", Buka,Container,Exports,410.2,,,,
2022,7,"Papua New Guinea, Buka", Buka,General Cargo,Exports,384.9,,,,
2022,7,"Papua New Guinea, Daru", Daru,Bulk Carrier,Exports,12764,,,,
2022,7,"Papua New Guinea, Daru", Daru,General Cargo,Imports,74.2,,,,
2022,7,"Papua New Guinea, Kavieng Harbor", Kavieng Harbor,Bulk Carrier,Exports,1535.1,,,,
2022,7,"Papua New Guinea, Kavieng Harbor", Kavieng Harbor,Container,Exports,383.4,,,,
2022,7,"Papua New Guinea, Kavieng Harbor", Kavieng Harbor,Container,Imports,1133.2,,,,
2022,7,"Papua New Guinea, Kavieng Harbor", Kavieng Harbor,General Cargo,Exports,1539.7,,,,
2022,7,"Papua New Guinea, Kavieng Harbor", Kavieng Harbor,Tanker,Exports,365.3,,,,
2022,7,"Papua New Guinea, Kavieng Harbor", Kavieng Harbor,Tanker,Imports,635.5,,,,
2022,7,"Papua New Guinea, Kieta", Kieta,Container,Imports,1122.3,,,,
2022,7,"Papua New Guinea, Kieta", Kieta,General Cargo,Exports,1352.1,,,,
2022,7,"Papua New Guinea, Kimbe", Kimbe,Bulk Carrier,Exports,15497.2,,,,
2022,7,"Papua New Guinea, Kimbe", Kimbe,Bulk Carrier,Imports,11999.6,,,,
2022,7,"Papua New Guinea, Kimbe", Kimbe,Container,Exports,575.5,,,,
2022,7,"Papua New Guinea, Kimbe", Kimbe,Container,Imports,602,,,,
2022,7,"Papua New Guinea, Kimbe", Kimbe,General Cargo,Exports,6836.8,,,,
2022,7,"Papua New Guinea, Kimbe", Kimbe,General Cargo,Imports,1485.7,,,,
2022,7,"Papua New Guinea, Kimbe", Kimbe,Tanker,Exports,5840,,,,
2022,7,"Papua New Guinea, Kimbe", Kimbe,Tanker,Imports,235.3,,,,
2022,7,"Papua New Guinea, Lae", Lae,Bulk Carrier,Imports,7393.7,,,,
2022,7,"Papua New Guinea, Lae", Lae,Container,Exports,6765.6,,,,
2022,7,"Papua New Guinea, Lae", Lae,Container,Imports,48455.6,,,,
2022,7,"Papua New Guinea, Lae", Lae,General Cargo,Exports,24870.4,,,,
2022,7,"Papua New Guinea, Lae", Lae,General Cargo,Imports,3082.6,,,,
2022,7,"Papua New Guinea, Lae", Lae,Tanker,Exports,5161.4,,,,
2022,7,"Papua New Guinea, Lae", Lae,Tanker,Imports,15742.7,,,,
2022,7,"Papua New Guinea, Madang", Madang,Bulk Carrier,Exports,13671.4,,,,
2022,7,"Papua New Guinea, Madang", Madang,Container,Exports,2453.5,,,,
2022,7,"Papua New Guinea, Madang", Madang,Container,Imports,3857,,,,
2022,7,"Papua New Guinea, Madang", Madang,General Cargo,Exports,1654.6,,,,
2022,7,"Papua New Guinea, Madang", Madang,General Cargo,Imports,3556.6,,,,
2022,7,"Papua New Guinea, Madang", Madang,Tanker,Exports,2831.2,,,,
2022,7,"Papua New Guinea, Madang", Madang,Tanker,Imports,7381.4,,,,
2022,7,"Papua New Guinea, Oro Bay", Oro Bay,Bulk Carrier,Exports,10108.4,,,,
2022,7,"Papua New Guinea, Oro Bay", Oro Bay,Container,Exports,1124.7,,,,
2022,7,"Papua New Guinea, Oro Bay", Oro Bay,Container,Imports,1140.5,,,,
2022,7,"Papua New Guinea, Oro Bay", Oro Bay,General Cargo,Exports,81.9,,,,
2022,7,"Papua New Guinea, Oro Bay", Oro Bay,General Cargo,Imports,597.9,,,,
2022,7,"Papua New Guinea, Oro Bay", Oro Bay,Tanker,Exports,4937.8,,,,
2022,7,"Papua New Guinea, Oro Bay", Oro Bay,Tanker,Imports,800.1,,,,
2022,7,"Papua New Guinea, Port Moresby", Port Moresby,Bulk Carrier,Exports,12171.2,,,,
2022,7,"Papua New Guinea, Port Moresby", Port Moresby,Bulk Carrier,Imports,879.8,,,,
2022,7,"Papua New Guinea, Port Moresby", Port Moresby,Container,Exports,5167,,,,
2022,7,"Papua New Guinea, Port Moresby", Port Moresby,Container,Imports,26399.4,,,,
2022,7,"Papua New Guinea, Port Moresby", Port Moresby,General Cargo,Exports,17497.7,,,,
2022,7,"Papua New Guinea, Port Moresby", Port Moresby,General Cargo,Imports,11446.8,,,,
2022,7,"Papua New Guinea, Port Moresby", Port Moresby,Tanker,Exports,242975.2,,,,
2022,7,"Papua New Guinea, Port Moresby", Port Moresby,Tanker,Imports,23366.2,,,,
2022,7,"Papua New Guinea, Put Put", Put Put,Container,Exports,917.2,,,,
2022,7,"Papua New Guinea, Put Put", Put Put,General Cargo,Exports,1048.9,,,,
2022,7,"Papua New Guinea, Put Put", Put Put,General Cargo,Imports,1911.4,,,,
2022,7,"Papua New Guinea, Put Put", Put Put,Tanker,Imports,11951.7,,,,
2022,7,"Papua New Guinea, Rabaul", Rabaul,Container,Exports,3448.9,,,,
2022,7,"Papua New Guinea, Rabaul", Rabaul,Container,Imports,4535.2,,,,
2022,7,"Papua New Guinea, Rabaul", Rabaul,General Cargo,Exports,11024.1,,,,
2022,7,"Papua New Guinea, Rabaul", Rabaul,Tanker,Exports,1267.7,,,,
2022,7,"Papua New Guinea, Rabaul", Rabaul,Tanker,Imports,7605.1,,,,
2022,7,"Papua New Guinea, Vanimo", Vanimo,Bulk Carrier,Exports,6095,,,,
2022,7,"Papua New Guinea, Wewak Harbor", Wewak Harbor,Bulk Carrier,Exports,13302.3,,,,
2022,7,"Papua New Guinea, Wewak Harbor", Wewak Harbor,Container,Exports,171.2,,,,
2022,7,"Papua New Guinea, Wewak Harbor", Wewak Harbor,Container,Imports,432.6,,,,
2022,7,"Papua New Guinea, Wewak Harbor", Wewak Harbor,General Cargo,Exports,551.3,,,,
2022,7,"Papua New Guinea, Wewak Harbor", Wewak Harbor,General Cargo,Imports,2054,,,,
2022,7,"Papua New Guinea, Wewak Harbor", Wewak Harbor,Tanker,Exports,860.6,,,,
2022,7,"Papua New Guinea, Wewak Harbor", Wewak Harbor,Tanker,Imports,8503.7,,,,
2022,7,"Samoa, Apia", Apia,Container,Exports,1129.4,,,,
2022,7,"Samoa, Apia", Apia,Container,Imports,6431.8,,,,
2022,7,"Samoa, Apia", Apia,General Cargo,Exports,304.8,,,,
2022,7,"Samoa, Apia", Apia,General Cargo,Imports,6186.6,,,,
2022,7,"Samoa, Apia", Apia,Tanker,Imports,1229.2,,,,
2022,7,"Solomon Islands, Honiara", Honiara,Bulk Carrier,Exports,32565.3,,,,
2022,7,"Solomon Islands, Honiara", Honiara,Bulk Carrier,Imports,7342.7,,,,
2022,7,"Solomon Islands, Honiara", Honiara,Container,Exports,460.1,,,,
2022,7,"Solomon Islands, Honiara", Honiara,Container,Imports,9796.7,,,,
2022,7,"Solomon Islands, Honiara", Honiara,General Cargo,Exports,819.8,,,,
2022,7,"Solomon Islands, Honiara", Honiara,General Cargo,Imports,3660.3,,,,
2022,7,"Solomon Islands, Honiara", Honiara,Tanker,Imports,12895.2,,,,
2022,7,"Solomon Islands, Port Noro", Port Noro,Bulk Carrier,Exports,24777.3,,,,
2022,7,"Solomon Islands, Port Noro", Port Noro,Container,Exports,263.9,,,,
2022,7,"Solomon Islands, Port Noro", Port Noro,General Cargo,Imports,3009.7,,,,
2022,7,"Solomon Islands, Rennell Island", Rennell Island,Bulk Carrier,Exports,11870.2,,,,
2022,7,"Tonga, Neiafu", Neiafu,General Cargo,Imports,271.4,,,,
2022,7,"Tonga, Neiafu", Neiafu,Tanker,Imports,526.6,,,,
2022,7,"Tonga, Nuku Alofa", Nuku Alofa,Container,Imports,3420.9,,,,
2022,7,"Tonga, Nuku Alofa", Nuku Alofa,General Cargo,Exports,859.1,,,,
2022,7,"Tonga, Nuku Alofa", Nuku Alofa,General Cargo,Imports,3474.5,,,,
2022,7,"Tonga, Nuku Alofa", Nuku Alofa,Tanker,Imports,742.2,,,,
2022,7,"Tuvalu, Funafuti Atoll", Funafuti Atoll,Container,Imports,921.7,,,,
2022,7,"Tuvalu, Funafuti Atoll", Funafuti Atoll,General Cargo,Exports,245.1,,,,
2022,7,"Vanuatu, Luganville", Luganville,Container,Exports,390.4,,,,
2022,7,"Vanuatu, Luganville", Luganville,General Cargo,Imports,2768,,,,
2022,7,"Vanuatu, Port Vila", Port Vila,Container,Exports,2329.6,,,,
2022,7,"Vanuatu, Port Vila", Port Vila,General Cargo,Exports,326.6,,,,
2022,7,"Vanuatu, Port Vila", Port Vila,General Cargo,Imports,1787.6,,,,
2022,7,"Vanuatu, Port Vila", Port Vila,Tanker,Imports,1128.8,,,,
2022,8,"Fiji, Lautoka Harbor", Lautoka Harbor,Bulk Carrier,Exports,21420.6,,,,
2022,8,"Fiji, Lautoka Harbor", Lautoka Harbor,Bulk Carrier,Imports,3685.6,,,,
2022,8,"Fiji, Lautoka Harbor", Lautoka Harbor,Container,Exports,14708.7,,,,
2022,8,"Fiji, Lautoka Harbor", Lautoka Harbor,Container,Imports,15244.2,,,,
2022,8,"Fiji, Lautoka Harbor", Lautoka Harbor,General Cargo,Exports,155.7,,,,
2022,8,"Fiji, Lautoka Harbor", Lautoka Harbor,General Cargo,Imports,1148.8,,,,
2022,8,"Fiji, Lautoka Harbor", Lautoka Harbor,Tanker,Exports,5935.9,,,,
2022,8,"Fiji, Lautoka Harbor", Lautoka Harbor,Tanker,Imports,30513.8,,,,
2022,8,"Fiji, Malai", Malai,Tanker,Exports,4856.8,,,,
2022,8,"Fiji, Malai", Malai,Tanker,Imports,597.7,,,,
2022,8,"Fiji, Nabouwalu Jetty", Nabouwalu Jetty,Bulk Carrier,Exports,15757,,,,
2022,8,"Fiji, Suva Harbor", Suva Harbor,Container,Exports,9440.5,,,,
2022,8,"Fiji, Suva Harbor", Suva Harbor,Container,Imports,14391,,,,
2022,8,"Fiji, Suva Harbor", Suva Harbor,General Cargo,Exports,2714.7,,,,
2022,8,"Fiji, Suva Harbor", Suva Harbor,General Cargo,Imports,5673.4,,,,
2022,8,"Fiji, Suva Harbor", Suva Harbor,Tanker,Imports,12006.2,,,,
2022,8,"Kiribati, Tarawa Atoll", Tarawa Atoll,Container,Imports,4537.4,,,,
2022,8,"Kiribati, Tarawa Atoll", Tarawa Atoll,General Cargo,Exports,1346.6,,,,
2022,8,"Kiribati, Tarawa Atoll", Tarawa Atoll,Tanker,Exports,2043.9,,,,
2022,8,"Marshall Islands, Ebeye", Ebeye,General Cargo,Imports,560.7,,,,
2022,8,"Marshall Islands, Kwajalein", Kwajalein,General Cargo,Imports,190,,,,
2022,8,"Marshall Islands, Majuro Atoll", Majuro Atoll,Container,Exports,388.9,,,,
2022,8,"Marshall Islands, Majuro Atoll", Majuro Atoll,Container,Imports,2529.3,,,,
2022,8,"Marshall Islands, Majuro Atoll", Majuro Atoll,General Cargo,Imports,764.4,,,,
2022,8,"Marshall Islands, Majuro Atoll", Majuro Atoll,Tanker,Imports,865.5,,,,
2022,8,"Micronesia, Colonia", Colonia,Container,Exports,479.4,,,,
2022,8,"Micronesia, Colonia", Colonia,Container,Imports,492.2,,,,
2022,8,"Micronesia, Colonia", Colonia,General Cargo,Imports,549.1,,,,
2022,8,"Micronesia, Colonia", Colonia,Tanker,Imports,735.9,,,,
2022,8,"Micronesia, Lele Harbor", Lele Harbor,Container,Exports,2117.4,,,,
2022,8,"Micronesia, Lele Harbor", Lele Harbor,General Cargo,Exports,2825,,,,
2022,8,"Micronesia, Lele Harbor", Lele Harbor,General Cargo,Imports,1636.7,,,,
2022,8,"Micronesia, Moen", Moen,General Cargo,Imports,2282.2,,,,
2022,8,"Micronesia, Moen", Moen,Tanker,Imports,735.9,,,,
2022,8,"Micronesia, Pornpei Harbor", Pornpei Harbor,Container,Exports,914.2,,,,
2022,8,"Micronesia, Pornpei Harbor", Pornpei Harbor,General Cargo,Exports,1579.2,,,,
2022,8,"Micronesia, Pornpei Harbor", Pornpei Harbor,General Cargo,Imports,1740.2,,,,
2022,8,"Micronesia, Pornpei Harbor", Pornpei Harbor,Tanker,Imports,416.9,,,,
2022,8,"Nauru, Nauru", Nauru,Container,Imports,1365.8,,,,
