year,month,Country,Gear Type,total_hours
2022,9,Fiji,Set longlines,1458.9
2022,9,Kiribati,Drifting longlines,12732.6
2022,9,Kiribati,Others,556.9
2022,9,Kiribati,Tuna purse seines,2018.6
2022,9,Marshall Islands,Drifting longlines,8690.8
2022,9,Marshall Islands,Others,126.9
2022,9,Marshall Islands,Set longlines,648.8
2022,9,Marshall Islands,Tuna purse seines,828.2
2022,9,Micronesia,Drifting longlines,4197
2022,9,Micronesia,Others,84.1
2022,9,Micronesia,Tuna purse seines,3307.3
2022,9,Nauru,Drifting longlines,1.1
2022,9,Nauru,Tuna purse seines,657.5
2022,9,Palau,Drifting longlines,192.8
2022,9,Palau,Others,28.2
2022,9,Papua New Guinea,Drifting longlines,12376.6
2022,9,Papua New Guinea,Others,685.4
2022,9,Papua New Guinea,Tuna purse seines,2483.3
2022,9,Samoa,Drifting longlines,2655.2
2022,9,Samoa,Others,34.4
2022,9,Samoa,Set longlines,170.3
2022,9,Solomon Islands,Drifting longlines,19060.3
2022,9,Solomon Islands,Others,524.9
2022,9,Solomon Islands,Set longlines,3328.5
2022,9,Tokelau,Drifting longlines,2378.3
2022,9,Tokelau,Others,646.3
2022,9,Tokelau,Set longlines,680.5
2022,9,Tonga,Drifting longlines,2102.5
2022,9,Tonga,Set longlines,60.9
2022,9,Tuvalu,Drifting longlines,1809.6
2022,9,Tuvalu,Set longlines,123
2022,9,Vanuatu,Drifting longlines,11030.3
2022,9,Vanuatu,Others,1245.9
2022,9,Vanuatu,Set longlines,800.5
2022,10,Fiji,Drifting longlines,6066.4
2022,10,Fiji,Others,138.1
2022,10,Fiji,Set longlines,1872.4
2022,10,Kiribati,Drifting longlines,10676.5
2022,10,Kiribati,Others,583.5
2022,10,Kiribati,Tuna purse seines,1702
2022,10,Marshall Islands,Drifting longlines,8138
2022,10,Marshall Islands,Others,523.7
2022,10,Marshall Islands,Set longlines,769.4
2022,10,Marshall Islands,Tuna purse seines,310.8
2022,10,Micronesia,Drifting longlines,4755.3
2022,10,Micronesia,Others,109.3
2022,10,Micronesia,Tuna purse seines,641.7
2022,10,Nauru,Tuna purse seines,883.4
2022,10,Palau,Drifting longlines,329.2
2022,10,Papua New Guinea,Drifting longlines,16020.7
2022,10,Papua New Guinea,Others,463.8
2022,10,Papua New Guinea,Tuna purse seines,3787.4
2022,10,Samoa,Drifting longlines,2182.9
2022,10,Samoa,Others,259
2022,10,Samoa,Set longlines,228.3
2022,10,Solomon Islands,Drifting longlines,20489.2
2022,10,Solomon Islands,Others,719.2
2022,10,Solomon Islands,Set longlines,3513
2022,10,Solomon Islands,Tuna purse seines,187.6
2022,10,Tokelau,Drifting longlines,2991.3
2022,10,Tokelau,Others,294.4
2022,10,Tokelau,Set longlines,817.5
2022,10,Tonga,Drifting longlines,2246.5
2022,10,Tonga,Set longlines,496.2
2022,10,Tuvalu,Drifting longlines,3033.3
2022,10,Tuvalu,Set longlines,96.2
2022,10,Tuvalu,Tuna purse seines,104.1
2022,10,Vanuatu,Drifting longlines,15742.8
2022,10,Vanuatu,Others,1331.8
2022,10,Vanuatu,Set longlines,1513.6
2022,11,Fiji,Drifting longlines,5803.4
2022,11,Fiji,Others,6.3
2022,11,Fiji,Set longlines,1309.2
2022,11,Kiribati,Drifting longlines,11069.2
2022,11,Kiribati,Others,527.7
2022,11,Kiribati,Tuna purse seines,2094.6
2022,11,Marshall Islands,Drifting longlines,6426.5
2022,11,Marshall Islands,Others,400.6
2022,11,Marshall Islands,Set longlines,471
2022,11,Marshall Islands,Tuna purse seines,758.1
2022,11,Micronesia,Drifting longlines,5183.1
2022,11,Micronesia,Others,26.1
2022,11,Micronesia,Tuna purse seines,1718
2022,11,Nauru,Tuna purse seines,996.3
2022,11,Palau,Drifting longlines,35.4
2022,11,Papua New Guinea,Drifting longlines,16280.7
2022,11,Papua New Guinea,Others,94.5
2022,11,Papua New Guinea,Set longlines,725.3
2022,11,Papua New Guinea,Tuna purse seines,1905.8
2022,11,Samoa,Drifting longlines,1713.4
2022,11,Samoa,Others,86.8
2022,11,Samoa,Set longlines,248.1
2022,11,Solomon Islands,Drifting longlines,20456
2022,11,Solomon Islands,Others,534.9
2022,11,Solomon Islands,Set longlines,2853.9
2022,11,Solomon Islands,Tuna purse seines,267.8
2022,11,Tokelau,Drifting longlines,2542
2022,11,Tokelau,Others,329.8
2022,11,Tokelau,Set longlines,523.2
2022,11,Tonga,Drifting longlines,1786.2
2022,11,Tonga,Set longlines,613.7
2022,11,Tuvalu,Drifting longlines,4413.2
2022,11,Tuvalu,Tuna purse seines,278.7
2022,11,Vanuatu,Drifting longlines,15572.6
2022,11,Vanuatu,Others,1147.7
2022,11,Vanuatu,Set longlines,1324.6
2022,12,Fiji,Drifting longlines,6181.8
2022,12,Fiji,Set longlines,321.3
2022,12,Kiribati,Drifting longlines,11135
2022,12,Kiribati,Tuna purse seines,1534.7
2022,12,Marshall Islands,Drifting longlines,6290.7
2022,12,Marshall Islands,Others,435
2022,12,Marshall Islands,Set longlines,526.3
2022,12,Marshall Islands,Tuna purse seines,309.1
2022,12,Micronesia,Drifting longlines,5527.1
2022,12,Micronesia,Others,132.3
2022,12,Micronesia,Tuna purse seines,1169.5
2022,12,Nauru,Tuna purse seines,810.5
2022,12,Palau,Drifting longlines,110.1
2022,12,Papua New Guinea,Drifting longlines,12990.5
2022,12,Papua New Guinea,Others,913.4
2022,12,Papua New Guinea,Set longlines,1120
2022,12,Papua New Guinea,Tuna purse seines,2963.9
2022,12,Samoa,Drifting longlines,3249.1
2022,12,Samoa,Others,508.4
2022,12,Samoa,Set longlines,334.9
2022,12,Solomon Islands,Drifting longlines,16876.8
2022,12,Solomon Islands,Others,357.7
2022,12,Solomon Islands,Set longlines,2550.2
2022,12,Solomon Islands,Tuna purse seines,860.4
2022,12,Tokelau,Drifting longlines,1831.3
2022,12,Tokelau,Others,56
2022,12,Tokelau,Set longlines,514.7
2022,12,Tokelau,Tuna purse seines,12.8
2022,12,Tonga,Drifting longlines,2727.2
2022,12,Tonga,Set longlines,374.9
2022,12,Tuvalu,Drifting longlines,699.2
2022,12,Tuvalu,Others,14.1
2022,12,Tuvalu,Set longlines,92.4
2022,12,Tuvalu,Tuna purse seines,282.1
2022,12,Vanuatu,Drifting longlines,13749.5
2022,12,Vanuatu,Others,345.8
2022,12,Vanuatu,Set longlines,942.7
2023,1,Fiji,Drifting longlines,5878.6
2023,1,Fiji,Others,302.1
2023,1,Fiji,Set longlines,382.5
2023,1,Kiribati,Drifting longlines,7594.7
2023,1,Kiribati,Set longlines,25.4
2023,1,Kiribati,Tuna purse seines,1279.2
2023,1,Marshall Islands,Drifting longlines,6321.4
2023,1,Marshall Islands,Others,1720.8
2023,1,Marshall Islands,Set longlines,401.9
2023,1,Marshall Islands,Tuna purse seines,381.1
2023,1,Micronesia,Drifting longlines,6716.8
2023,1,Micronesia,Others,246.5
2023,1,Micronesia,Tuna purse seines,930
2023,1,Nauru,Tuna purse seines,807.9
2023,1,Palau,Drifting longlines,485.9
2023,1,Papua New Guinea,Drifting longlines,14342.9
2023,1,Papua New Guinea,Others,2279.6
2023,1,Papua New Guinea,Set longlines,953.8
2023,1,Papua New Guinea,Tuna purse seines,2701.9
2023,1,Samoa,Drifting longlines,4944.1
2023,1,Samoa,Others,417.4
2023,1,Samoa,Set longlines,6.9
2023,1,Solomon Islands,Drifting longlines,17036.9
2023,1,Solomon Islands,Others,331.5
2023,1,Solomon Islands,Set longlines,1185.3
2023,1,Solomon Islands,Tuna purse seines,682.3
2023,1,Tonga,Drifting longlines,1349.7
2023,1,Tuvalu,Drifting longlines,90.6
2023,1,Tuvalu,Others,20.1
2023,1,Tuvalu,Set longlines,350.2
2023,1,Tuvalu,Tuna purse seines,297
2023,1,Vanuatu,Drifting longlines,7582.7
2023,1,Vanuatu,Others,542.8
2023,1,Vanuatu,Set longlines,708.7
2023,2,Fiji,Drifting longlines,4457.3
2023,2,Fiji,Others,156.8
2023,2,Fiji,Set longlines,588.5
2023,2,Kiribati,Drifting longlines,8384.7
2023,2,Kiribati,Others,12.1
2023,2,Kiribati,Set longlines,358.9
2023,2,Kiribati,Tuna purse seines,1520
2023,2,Marshall Islands,Drifting longlines,7525.6
2023,2,Marshall Islands,Others,512.1
2023,2,Marshall Islands,Set longlines,464.8
2023,2,Marshall Islands,Tuna purse seines,498.3
2023,2,Micronesia,Drifting longlines,7988.8
2023,2,Micronesia,Others,10.7
2023,2,Micronesia,Tuna purse seines,693
2023,2,Nauru,Others,35.8
2023,2,Nauru,Tuna purse seines,464.5
2023,2,Palau,Drifting longlines,660.7
2023,2,Palau,Tuna purse seines,0.6
2023,2,Papua New Guinea,Drifting longlines,14935.8
2023,2,Papua New Guinea,Others,1653.7
2023,2,Papua New Guinea,Set longlines,82.8
2023,2,Papua New Guinea,Tuna purse seines,3180.3
2023,2,Samoa,Drifting longlines,2872.4
2023,2,Samoa,Others,280.7
2023,2,Samoa,Set longlines,198.3
2023,2,Solomon Islands,Drifting longlines,12349.7
2023,2,Solomon Islands,Others,402.8
2023,2,Solomon Islands,Set longlines,855.3
2023,2,Solomon Islands,Tuna purse seines,445.5
2023,2,Tokelau,Drifting longlines,36.6
2023,2,Tokelau,Tuna purse seines,38.9
2023,2,Tonga,Drifting longlines,978.8
2023,2,Tuvalu,Tuna purse seines,69.6
2023,2,Vanuatu,Drifting longlines,7334.5
2023,2,Vanuatu,Others,630.8
2023,2,Vanuatu,Set longlines,458.3
2023,3,Fiji,Drifting longlines,4998.9
2023,3,Fiji,Others,94
2023,3,Fiji,Set longlines,321.7
2023,3,Kiribati,Drifting longlines,7380.1
2023,3,Kiribati,Set longlines,300.9
2023,3,Kiribati,Tuna purse seines,1025.4
2023,3,Marshall Islands,Drifting longlines,6582.9
2023,3,Marshall Islands,Others,1471.6
2023,3,Marshall Islands,Set longlines,373.7
2023,3,Marshall Islands,Tuna purse seines,824.4
2023,3,Micronesia,Drifting longlines,7492
2023,3,Micronesia,Others,293.4
2023,3,Micronesia,Set longlines,3.1
2023,3,Micronesia,Tuna purse seines,1993.4
2023,3,Nauru,Tuna purse seines,424.8
2023,3,Palau,Drifting longlines,658.5
2023,3,Papua New Guinea,Drifting longlines,17475.3
2023,3,Papua New Guinea,Others,965.8
2023,3,Papua New Guinea,Set longlines,11
2023,3,Papua New Guinea,Tuna purse seines,2254.8
2023,3,Samoa,Drifting longlines,1942
2023,3,Solomon Islands,Drifting longlines,15529.5
2023,3,Solomon Islands,Others,339.9
2023,3,Solomon Islands,Set longlines,789.2
2023,3,Solomon Islands,Tuna purse seines,391.7
2023,3,Tokelau,Drifting longlines,386.3
2023,3,Tonga,Drifting longlines,901.2
2023,3,Tuvalu,Drifting longlines,568.8
2023,3,Tuvalu,Others,0.9
2023,3,Tuvalu,Set longlines,133.5
2023,3,Tuvalu,Tuna purse seines,144.9
2023,3,Vanuatu,Drifting longlines,5588.5
2023,3,Vanuatu,Others,358.5
2023,3,Vanuatu,Set longlines,203.7
2023,4,Fiji,Drifting longlines,4537.4
2023,4,Fiji,Others,312.8
2023,4,Fiji,Set longlines,275
2023,4,Kiribati,Drifting longlines,13170.8
2023,4,Kiribati,Set longlines,256.5
2023,4,Kiribati,Tuna purse seines,1515.6
2023,4,Marshall Islands,Drifting longlines,7227.9
2023,4,Marshall Islands,Others,429.6
2023,4,Marshall Islands,Set longlines,377.1
2023,4,Marshall Islands,Tuna purse seines,1419.3
2023,4,Micronesia,Drifting longlines,4479
2023,4,Micronesia,Others,45.9
2023,4,Micronesia,Tuna purse seines,1333.5
2023,4,Nauru,Tuna purse seines,1286.3
2023,4,Palau,Drifting longlines,647.3
2023,4,Palau,Others,20.1
2023,4,Papua New Guinea,Drifting longlines,21235
2023,4,Papua New Guinea,Others,1380.8
2023,4,Papua New Guinea,Set longlines,600.1
2023,4,Papua New Guinea,Tuna purse seines,1857.6
2023,4,Samoa,Drifting longlines,2568.7
2023,4,Solomon Islands,Drifting longlines,15921.2
2023,4,Solomon Islands,Others,412.5
2023,4,Solomon Islands,Set longlines,1082
2023,4,Solomon Islands,Tuna purse seines,401.9
2023,4,Tokelau,Drifting longlines,13.2
2023,4,Tonga,Drifting longlines,1628.6
2023,4,Tonga,Set longlines,214.2
2023,4,Tuvalu,Drifting longlines,593.5
2023,4,Tuvalu,Set longlines,494.7
2023,4,Tuvalu,Tuna purse seines,66.1
2023,4,Vanuatu,Drifting longlines,5579.8
2023,4,Vanuatu,Others,537
2023,4,Vanuatu,Set longlines,293.5
2023,5,Fiji,Drifting longlines,6388.6
2023,5,Fiji,Others,56
2023,5,Fiji,Set longlines,595.4
2023,5,Kiribati,Drifting longlines,17761.8
2023,5,Kiribati,Others,169.9
2023,5,Kiribati,Set longlines,519
2023,5,Kiribati,Tuna purse seines,2967.1
2023,5,Marshall Islands,Drifting longlines,6710.2
2023,5,Marshall Islands,Others,421.2
2023,5,Marshall Islands,Set longlines,616.8
2023,5,Marshall Islands,Tuna purse seines,2008.1
2023,5,Micronesia,Drifting longlines,3145.8
2023,5,Micronesia,Others,152.4
2023,5,Micronesia,Tuna purse seines,380.7
2023,5,Nauru,Others,1.5
2023,5,Nauru,Tuna purse seines,1370.7
2023,5,Palau,Drifting longlines,249.9
2023,5,Papua New Guinea,Drifting longlines,18349.3
2023,5,Papua New Guinea,Others,1305.8
2023,5,Papua New Guinea,Set longlines,201.6
2023,5,Papua New Guinea,Tuna purse seines,1454
2023,5,Samoa,Drifting longlines,2780.7
2023,5,Samoa,Others,149.4
2023,5,Solomon Islands,Drifting longlines,20488.2
2023,5,Solomon Islands,Others,478.3
2023,5,Solomon Islands,Set longlines,1398.5
2023,5,Solomon Islands,Tuna purse seines,221.3
2023,5,Tokelau,Drifting longlines,1099.4
2023,5,Tonga,Drifting longlines,1087.9
2023,5,Tonga,Others,1.1
2023,5,Tonga,Set longlines,559.7
2023,5,Tuvalu,Drifting longlines,535.1
2023,5,Tuvalu,Set longlines,401.4
2023,5,Vanuatu,Drifting longlines,4420.3
2023,5,Vanuatu,Others,938.6
2023,5,Vanuatu,Set longlines,784
2023,6,Fiji,Drifting longlines,5458.3
2023,6,Fiji,Others,188.8
2023,6,Fiji,Set longlines,332.6
2023,6,Kiribati,Drifting longlines,16410.3
2023,6,Kiribati,Others,896.5
2023,6,Kiribati,Set longlines,382.6
2023,6,Kiribati,Tuna purse seines,7251.2
2023,6,Marshall Islands,Drifting longlines,5690.3
2023,6,Marshall Islands,Others,343
2023,6,Marshall Islands,Set longlines,460.2
2023,6,Marshall Islands,Tuna purse seines,2632
2023,6,Micronesia,Drifting longlines,3213.3
2023,6,Micronesia,Tuna purse seines,393.6
2023,6,Nauru,Tuna purse seines,57.3
2023,6,Palau,Drifting longlines,561.8
2023,6,Papua New Guinea,Drifting longlines,20661.7
2023,6,Papua New Guinea,Others,786.7
2023,6,Papua New Guinea,Set longlines,526.8
2023,6,Papua New Guinea,Tuna purse seines,1410.8
2023,6,Samoa,Drifting longlines,2644.7
2023,6,Samoa,Tuna purse seines,6.4
2023,6,Solomon Islands,Drifting longlines,17236.1
2023,6,Solomon Islands,Others,356.7
2023,6,Solomon Islands,Set longlines,854.7
2023,6,Solomon Islands,Tuna purse seines,606.7
2023,6,Tokelau,Drifting longlines,2653.8
2023,6,Tokelau,Others,12.7
2023,6,Tonga,Drifting longlines,939.6
2023,6,Tonga,Others,19.1
2023,6,Tonga,Set longlines,227.1
2023,6,Tuvalu,Drifting longlines,237.7
2023,6,Tuvalu,Others,4.7
2023,6,Tuvalu,Set longlines,132.1
2023,6,Vanuatu,Drifting longlines,3431.4
2023,6,Vanuatu,Others,464.8
2023,6,Vanuatu,Set longlines,895.1
2023,7,Fiji,Drifting longlines,7148.4
2023,7,Fiji,Others,314.6
2023,7,Fiji,Set longlines,595.6
2023,7,Fiji,Tuna purse seines,16.1
2023,7,Kiribati,Drifting longlines,20578.4
2023,7,Kiribati,Others,1340.4
2023,7,Kiribati,Set longlines,308.7
2023,7,Kiribati,Tuna purse seines,5644
2023,7,Marshall Islands,Drifting longlines,8107.2
2023,7,Marshall Islands,Others,579.4
2023,7,Marshall Islands,Set longlines,550.8
2023,7,Marshall Islands,Tuna purse seines,3060.3
2023,7,Micronesia,Drifting longlines,3063.9
2023,7,Micronesia,Tuna purse seines,222.5
2023,7,Nauru,Tuna purse seines,807.6
2023,7,Palau,Drifting longlines,683
2023,7,Palau,Others,90
2023,7,Papua New Guinea,Drifting longlines,18508.5
2023,7,Papua New Guinea,Others,285
2023,7,Papua New Guinea,Set longlines,271
2023,7,Papua New Guinea,Tuna purse seines,1650.7
2023,7,Samoa,Drifting longlines,2168.7
2023,7,Samoa,Set longlines,0.8
2023,7,Solomon Islands,Drifting longlines,20646.2
2023,7,Solomon Islands,Others,483.5
2023,7,Solomon Islands,Set longlines,1106.2
2023,7,Solomon Islands,Tuna purse seines,36.7
2023,7,Tokelau,Drifting longlines,2783.4
2023,7,Tonga,Drifting longlines,1185.7
2023,7,Tonga,Others,55
2023,7,Tonga,Set longlines,743.3
2023,7,Tuvalu,Drifting longlines,4.3
2023,7,Tuvalu,Set longlines,0.3
2023,7,Vanuatu,Drifting longlines,2467.6
2023,7,Vanuatu,Others,253.9
2023,7,Vanuatu,Set longlines,768.6
2023,8,Fiji,Drifting longlines,6043
2023,8,Fiji,Others,54.9
2023,8,Fiji,Set longlines,87.4
2023,8,Fiji,Tuna purse seines,10.8
2023,8,Kiribati,Drifting longlines,17390.3
2023,8,Kiribati,Others,404.2
2023,8,Kiribati,Set longlines,326
2023,8,Kiribati,Tuna purse seines,4264.3
2023,8,Marshall Islands,Drifting longlines,9735.7
2023,8,Marshall Islands,Others,562.1
2023,8,Marshall Islands,Set longlines,665.7
2023,8,Marshall Islands,Tuna purse seines,1787.6
2023,8,Micronesia,Drifting longlines,5101.2
2023,8,Micronesia,Others,22.7
2023,8,Micronesia,Tuna purse seines,126.3
2023,8,Nauru,Others,19
2023,8,Nauru,Tuna purse seines,778.8
2023,8,Palau,Drifting longlines,662.4
2023,8,Papua New Guinea,Drifting longlines,15296.6
2023,8,Papua New Guinea,Others,80.5
2023,8,Papua New Guinea,Set longlines,10.7
2023,8,Papua New Guinea,Tuna purse seines,1260.1
2023,8,Samoa,Drifting longlines,1464.8
2023,8,Samoa,Set longlines,4.3
2023,8,Solomon Islands,Drifting longlines,25377.2
2023,8,Solomon Islands,Others,534.1
2023,8,Solomon Islands,Set longlines,1195.9
2023,8,Solomon Islands,Tuna purse seines,0.3
2023,8,Tokelau,Drifting longlines,2333.8
2023,8,Tokelau,Set longlines,8
2023,8,Tonga,Drifting longlines,532.7
2023,8,Tonga,Others,207.3
2023,8,Tonga,Set longlines,158.4
2023,8,Tuvalu,Drifting longlines,2.5
2023,8,Tuvalu,Set longlines,4.5
2023,8,Tuvalu,Tuna purse seines,18.3
2023,8,Vanuatu,Drifting longlines,2424
2023,8,Vanuatu,Others,244.2
2023,8,Vanuatu,Set longlines,530.7
2023,9,Fiji,Drifting longlines,5738.4
2023,9,Fiji,Others,114.9
2023,9,Fiji,Set longlines,35.8
2023,9,Kiribati,Drifting longlines,14562
2023,9,Kiribati,Others,271.6
2023,9,Kiribati,Set longlines,622.8
2023,9,Kiribati,Tuna purse seines,3508.7
2023,9,Marshall Islands,Drifting longlines,10050.5
2023,9,Marshall Islands,Others,390.7
2023,9,Marshall Islands,Set longlines,941.3
2023,9,Marshall Islands,Tuna purse seines,2092.4
2023,9,Micronesia,Drifting longlines,2876.4
2023,9,Micronesia,Others,20.6
2023,9,Micronesia,Set longlines,4
2023,9,Micronesia,Tuna purse seines,221.9
2023,9,Nauru,Tuna purse seines,503
2023,9,Palau,Drifting longlines,260.9
2023,9,Palau,Others,8.2
2023,9,Papua New Guinea,Drifting longlines,17735.3
2023,9,Papua New Guinea,Others,201.5
2023,9,Papua New Guinea,Set longlines,181.6
2023,9,Papua New Guinea,Tuna purse seines,1189.3
2023,9,Samoa,Drifting longlines,1768.3
2023,9,Solomon Islands,Drifting longlines,22274.7
2023,9,Solomon Islands,Others,497.4
2023,9,Solomon Islands,Set longlines,1302.4
2023,9,Solomon Islands,Tuna purse seines,120.4
2023,9,Tokelau,Drifting longlines,3303.9
2023,9,Tonga,Drifting longlines,1224.8
2023,9,Tuvalu,Drifting longlines,57.3
2023,9,Tuvalu,Tuna purse seines,11.2
2023,9,Vanuatu,Drifting longlines,2850.4
2023,9,Vanuatu,Others,182.7
2023,9,Vanuatu,Set longlines,344.1
2023,10,Fiji,Drifting longlines,4235
2023,10,Fiji,Others,32.6
2023,10,Fiji,Set longlines,14.5
2023,10,Kiribati,Drifting longlines,12886.1
2023,10,Kiribati,Others,1031.4
2023,10,Kiribati,Set longlines,303.7
2023,10,Kiribati,Tuna purse seines,3355.9
2023,10,Marshall Islands,Drifting longlines,10767.1
2023,10,Marshall Islands,Others,274.6
2023,10,Marshall Islands,Set longlines,1050.7
2023,10,Marshall Islands,Tuna purse seines,531.7
2023,10,Micronesia,Drifting longlines,6053.1
2023,10,Micronesia,Others,20.3
2023,10,Micronesia,Tuna purse seines,248.1
2023,10,Nauru,Tuna purse seines,27.7
2023,10,Palau,Drifting longlines,153.5
2023,10,Papua New Guinea,Drifting longlines,14137.2
2023,10,Papua New Guinea,Others,208.1
2023,10,Papua New Guinea,Set longlines,238.7
2023,10,Papua New Guinea,Tuna purse seines,1187.8
2023,10,Samoa,Drifting longlines,1324.8
2023,10,Samoa,Tuna purse seines,2.1
2023,10,Solomon Islands,Drifting longlines,17577.7
2023,10,Solomon Islands,Others,162.4
2023,10,Solomon Islands,Set longlines,930.4
2023,10,Solomon Islands,Tuna purse seines,121.7
2023,10,Tokelau,Drifting longlines,1760.8
2023,10,Tokelau,Tuna purse seines,1.5
2023,10,Tonga,Drifting longlines,2093
2023,10,Tuvalu,Drifting longlines,487
2023,10,Tuvalu,Others,73.5
2023,10,Tuvalu,Tuna purse seines,834.2
2023,10,Vanuatu,Drifting longlines,3870
2023,10,Vanuatu,Others,353.2
2023,10,Vanuatu,Set longlines,603.2
2023,11,Fiji,Drifting longlines,4706
2023,11,Fiji,Others,1.5
2023,11,Fiji,Set longlines,46.3
2023,11,Kiribati,Drifting longlines,11560.8
2023,11,Kiribati,Others,1312
2023,11,Kiribati,Tuna purse seines,2240.1
2023,11,Marshall Islands,Drifting longlines,7596.8
2023,11,Marshall Islands,Others,124.4
2023,11,Marshall Islands,Set longlines,796.6
2023,11,Marshall Islands,Tuna purse seines,881.8
2023,11,Micronesia,Drifting longlines,6253.7
2023,11,Micronesia,Others,52.8
2023,11,Micronesia,Tuna purse seines,90.2
2023,11,Nauru,Drifting longlines,181.4
2023,11,Nauru,Tuna purse seines,43.3
2023,11,Palau,Drifting longlines,249.7
2023,11,Palau,Others,5.2
2023,11,Papua New Guinea,Drifting longlines,11334.1
2023,11,Papua New Guinea,Others,31.1
2023,11,Papua New Guinea,Set longlines,218.4
2023,11,Papua New Guinea,Tuna purse seines,1892.2
2023,11,Samoa,Drifting longlines,2597.1
2023,11,Samoa,Set longlines,88.9
2023,11,Samoa,Tuna purse seines,27.4
2023,11,Solomon Islands,Drifting longlines,14325.8
2023,11,Solomon Islands,Others,12.1
2023,11,Solomon Islands,Set longlines,658.8
2023,11,Solomon Islands,Tuna purse seines,139.6
2023,11,Tokelau,Drifting longlines,1072.2
2023,11,Tokelau,Set longlines,12.4
2023,11,Tonga,Drifting longlines,2393.8
2023,11,Tuvalu,Drifting longlines,1558.6
2023,11,Tuvalu,Others,41.5
2023,11,Tuvalu,Tuna purse seines,938.8
2023,11,Vanuatu,Drifting longlines,5727.3
2023,11,Vanuatu,Others,362.7
2023,11,Vanuatu,Set longlines,413.5
2023,12,Fiji,Drifting longlines,5154.4
2023,12,Fiji,Tuna purse seines,0.8
2023,12,Kiribati,Drifting longlines,7122.9
2023,12,Kiribati,Others,1179
2023,12,Kiribati,Tuna purse seines,1478.6
2023,12,Marshall Islands,Drifting longlines,7119.4
2023,12,Marshall Islands,Others,21.2
2023,12,Marshall Islands,Set longlines,560.5
2023,12,Marshall Islands,Tuna purse seines,361.3
2023,12,Micronesia,Drifting longlines,5762.1
2023,12,Micronesia,Others,186.4
2023,12,Micronesia,Set longlines,0.1
2023,12,Micronesia,Tuna purse seines,10.3
2023,12,Nauru,Tuna purse seines,86.5
2023,12,Palau,Drifting longlines,558.8
2023,12,Papua New Guinea,Drifting longlines,14962.8
2023,12,Papua New Guinea,Others,361.8
2023,12,Papua New Guinea,Set longlines,15
2023,12,Papua New Guinea,Tuna purse seines,2006
2023,12,Samoa,Drifting longlines,1605.5
2023,12,Samoa,Set longlines,0.4
2023,12,Solomon Islands,Drifting longlines,6895.5
2023,12,Solomon Islands,Others,21.4
2023,12,Solomon Islands,Set longlines,508.4
2023,12,Solomon Islands,Tuna purse seines,402.1
2023,12,Tokelau,Drifting longlines,818.3
2023,12,Tokelau,Tuna purse seines,3.2
2023,12,Tonga,Drifting longlines,1729.2
2023,12,Tuvalu,Drifting longlines,1612.6
2023,12,Tuvalu,Others,74.2
2023,12,Tuvalu,Tuna purse seines,1036.9
2023,12,Vanuatu,Drifting longlines,10148.7
2023,12,Vanuatu,Others,662.2
2023,12,Vanuatu,Set longlines,521.3
2024,1,Fiji,Drifting longlines,4333.4
2024,1,Fiji,Others,0.6
2024,1,Fiji,Set longlines,419.7
2024,1,Kiribati,Drifting longlines,7082.1
2024,1,Kiribati,Others,659.5
2024,1,Kiribati,Tuna purse seines,1393.6
2024,1,Marshall Islands,Drifting longlines,8522.8
2024,1,Marshall Islands,Others,25.9
2024,1,Marshall Islands,Tuna purse seines,958.9
2024,1,Micronesia,Drifting longlines,6040.1
2024,1,Micronesia,Others,24.7
2024,1,Micronesia,Set longlines,30.4
2024,1,Micronesia,Tuna purse seines,161.5
2024,1,Nauru,Tuna purse seines,93.8
2024,1,Palau,Drifting longlines,34.9
2024,1,Palau,Set longlines,10.1
2024,1,Papua New Guinea,Drifting longlines,16464
2024,1,Papua New Guinea,Others,311.4
2024,1,Papua New Guinea,Tuna purse seines,2436.8
2024,1,Samoa,Drifting longlines,2875.8
2024,1,Samoa,Set longlines,532.6
2024,1,Solomon Islands,Drifting longlines,9833.3
2024,1,Solomon Islands,Others,988.2
2024,1,Solomon Islands,Tuna purse seines,105.6
2024,1,Tokelau,Drifting longlines,1.1
2024,1,Tokelau,Tuna purse seines,137.1
2024,1,Tonga,Drifting longlines,2346.7
2024,1,Tonga,Set longlines,412.4
2024,1,Tuvalu,Drifting longlines,1278.9
2024,1,Tuvalu,Others,93.1
2024,1,Tuvalu,Tuna purse seines,795.1
2024,1,Vanuatu,Drifting longlines,11620
2024,1,Vanuatu,Others,601.4
2024,2,Fiji,Drifting longlines,4662.1
2024,2,Fiji,Set longlines,159.2
2024,2,Kiribati,Drifting longlines,7128.3
2024,2,Kiribati,Others,427.4
2024,2,Kiribati,Tuna purse seines,636.4
2024,2,Marshall Islands,Drifting longlines,7302.1
2024,2,Marshall Islands,Others,51.8
2024,2,Marshall Islands,Tuna purse seines,334.5
2024,2,Micronesia,Drifting longlines,7604.5
2024,2,Micronesia,Others,1235.4
2024,2,Micronesia,Set longlines,130.3
2024,2,Micronesia,Tuna purse seines,941.1
2024,2,Nauru,Others,0.7
2024,2,Nauru,Tuna purse seines,894.3
2024,2,Palau,Drifting longlines,22.6
2024,2,Palau,Others,9.1
2024,2,Palau,Set longlines,35.2
2024,2,Palau,Tuna purse seines,1.5
2024,2,Papua New Guinea,Drifting longlines,11038.5
2024,2,Papua New Guinea,Others,768.4
2024,2,Papua New Guinea,Tuna purse seines,2514.3
2024,2,Samoa,Drifting longlines,2007.9
2024,2,Samoa,Set longlines,270.1
