year,month,Country,BC,SOX,CO2,NOx,PM2.5,PM10,NMVOC,N2O,CO,CH4
2010,6,Papua New Guinea,16.35,3639.33,225337.49,13106.81,583.58,634.32,488.36,23.9,230.88,7.8
2010,6,Samoa,0.05,8.59,539.62,28.83,1.38,1.5,1.16,0.06,0.55,0.02
2010,6,Solomon Islands,1.06,200.5,13476.6,741.8,32.63,35.47,28.91,1.41,13.64,0.47
2010,6,Tokelau,0.02,5.73,371.96,21.12,0.91,0.99,0.79,0.04,0.37,0.01
2010,6,Tonga,0.21,37.29,2599.58,129.62,6.05,6.57,5.21,0.27,2.61,0.09
2010,6,Tuvalu,0.54,11.25,2497.55,109.92,2.72,2.95,5.14,0.24,2.31,0.09
2010,6,Vanuatu,0.59,108.39,6828.74,354.39,17,18.47,13.8,0.7,6.83,0.23
2010,7,Cook Islands,0.62,112.92,7493.41,403.55,18.26,19.85,15.69,0.78,7.64,0.26
2010,7,Fiji,1.34,126.58,8904.79,460.1,20.52,22.3,18.31,0.92,8.92,0.5
2010,7,Kiribati,1.12,146.6,11885.62,601.82,24.68,26.83,24.56,1.21,11.65,0.4
2010,7,Marshall Islands,0.42,78.87,6147.43,296.19,13,14.13,12.61,0.63,7.28,4.32
2010,7,Micronesia,6.75,1589.4,99996.96,5794.23,257.62,280.02,217.96,10.67,104.18,8.42
2010,7,Nauru,0.27,19.4,1986.54,95.44,3.47,3.77,4.03,0.2,1.87,0.07
2010,7,Niue,0.11,27.77,1845.86,97.26,4.44,4.82,3.7,0.19,1.85,0.06
2010,7,Palau,1.08,275.38,17931.28,988.55,44.45,48.31,37.79,1.87,18.7,3.14
2010,7,Papua New Guinea,16.99,3795.33,236099.07,13622.26,608.7,661.64,509.98,25,241.91,9.57
2010,7,Samoa,0.05,5.68,440.02,22.15,0.93,1.01,0.87,0.04,0.42,0.01
2010,7,Solomon Islands,1.09,211.73,14499.17,791.15,34.7,37.72,31.09,1.52,14.67,0.5
2010,7,Tokelau,0.02,4.99,305.95,16.48,0.76,0.83,0.62,0.03,0.3,0.01
2010,7,Tonga,0.31,33.66,2678.97,131.34,5.64,6.13,5.38,0.27,2.67,0.09
2010,7,Tuvalu,0.26,10.54,1447.56,67.69,2.12,2.31,3.04,0.14,1.38,0.05
2010,7,Vanuatu,0.67,113.19,7199.33,350.62,17.35,18.86,13.64,0.71,7.07,0.23
2010,8,Cook Islands,0.57,118.34,7504,388.51,18.65,20.27,15.15,0.77,7.51,0.25
2010,8,Fiji,1.33,124.26,8445.18,418.88,19.72,21.43,16.8,0.86,8.25,0.28
2010,8,Kiribati,1.32,167.07,13243.79,654.64,27.63,30.04,26.65,1.34,12.79,0.44
2010,8,Marshall Islands,0.57,78.06,6128.2,293.37,12.87,13.99,11.83,0.6,5.78,0.95
2010,8,Micronesia,6.77,1636.82,104520.43,5988.18,265.12,288.17,226.64,11.14,108.9,11.03
2010,8,Nauru,0.15,9.3,1308.64,58.73,1.85,2.01,2.58,0.13,1.21,0.04
2010,8,Niue,0.1,23.49,1467.69,79.24,3.72,4.04,3.02,0.15,1.49,0.05
2010,8,Palau,1.43,358.22,23689.31,1289.96,57.23,62.21,50.2,2.49,25.96,8.09
2010,8,Papua New Guinea,17.69,3984.07,247677.99,14334.55,641.91,697.73,537.07,26.35,254.54,8.59
2010,8,Samoa,0.06,6.73,457.56,23.1,1.08,1.17,0.93,0.05,0.45,0.02
2010,8,Solomon Islands,0.97,193.38,12716.58,689.18,31.17,33.88,27,1.33,12.84,0.44
2010,8,Tokelau,0.07,13.03,881.66,47.71,2.1,2.28,1.82,0.09,0.87,0.03
2010,8,Tonga,0.49,57.6,3951.55,178.89,8.96,9.74,7.28,0.39,3.85,0.12
2010,8,Tuvalu,0.33,12.19,1789.1,84.09,2.46,2.68,3.65,0.18,1.61,0.06
2010,8,Vanuatu,0.53,85.13,5440.87,287.18,13.56,14.74,11.19,0.56,5.53,0.18
2010,9,Cook Islands,0.51,115.66,7577.41,407.51,18.32,19.91,15.43,0.77,7.55,0.25
2010,9,Fiji,1.28,126.29,9232.37,457.55,20.37,22.14,18.48,0.95,8.95,0.31
2010,9,Kiribati,1.45,154.25,12604.72,641.42,25.69,27.92,25.94,1.27,12.25,0.43
2010,9,Marshall Islands,0.5,76.09,5277.2,271.88,12.21,13.27,10.75,0.54,5.2,0.18
2010,9,Micronesia,6.55,1621.56,103726.91,5961.71,264.43,287.42,227.16,11.12,109.61,11.53
2010,9,Nauru,0.29,20.95,2589.04,120.91,4,4.35,5.27,0.26,2.42,0.09
2010,9,Niue,0.12,26.94,1746.85,92.7,4.22,4.58,3.49,0.18,1.73,0.06
2010,9,Palau,1.9,350.42,23343.79,1283.21,57.09,62.05,51.45,2.49,28.03,12.57
2010,9,Papua New Guinea,18.68,4148.76,258167.43,14929.3,667.95,726.03,559.99,27.44,265.16,8.95
2010,9,Samoa,0.05,8.53,602.68,30.82,1.34,1.46,1.17,0.06,0.58,0.02
2010,9,Solomon Islands,1.18,233.89,16041.3,863.01,37.91,41.21,33.75,1.67,16.02,0.55
2010,9,Tokelau,0.04,5.66,661.32,32.43,1.07,1.16,1.33,0.07,0.63,0.02
2010,9,Tonga,0.46,45.95,3254.87,148.03,7.16,7.78,6.19,0.32,3.14,0.1
2010,9,Tuvalu,0.48,9.32,2500.6,109.88,2.57,2.79,5.29,0.25,2.35,0.09
2010,9,Vanuatu,0.43,84.55,5343.59,267.7,13.1,14.24,10.4,0.54,5.27,0.17
2010,10,Cook Islands,1.05,177.52,11158.31,567.66,27.28,29.65,21.94,1.13,10.95,0.36
2010,10,Fiji,2.13,254.81,17039.68,760.64,38.71,42.08,30.67,1.66,16.23,0.52
2010,10,Kiribati,2.8,243.85,20221.95,1007.17,40.85,44.41,41.43,2.05,19.7,0.69
2010,10,Marshall Islands,0.87,135.68,9761.29,482.57,21.06,22.89,20.01,1.01,11.3,5.42
2010,10,Micronesia,7.15,1604.12,103080.2,5924.61,261.71,284.47,226.26,11.07,110.36,15.82
2010,10,Nauru,0.28,16.48,1389.63,72.2,2.85,3.1,2.92,0.15,1.37,0.05
2010,10,Niue,0.13,30.75,1966.53,101.53,4.8,5.22,3.87,0.2,1.95,0.06
2010,10,Palau,1.38,372.74,24384.54,1367.09,60.65,65.93,53.17,2.61,27.52,7.79
2010,10,Papua New Guinea,20.05,3989.63,251386.39,14504.53,646.73,702.97,546.7,26.82,258.49,8.75
2010,10,Samoa,0.22,31.19,1948.7,86.03,4.68,5.08,3.51,0.19,1.89,0.06
2010,10,Solomon Islands,1.32,227.51,16057.38,857.52,37.47,40.73,34.08,1.69,16.13,0.55
2010,10,Tokelau,0.09,14.3,972.62,43.6,2.15,2.34,1.71,0.09,0.92,0.03
2010,10,Tonga,0.36,59.33,4086.53,190.88,9.3,10.1,7.73,0.41,4,0.13
2010,10,Tuvalu,0.28,15.8,1998.01,95.05,3.06,3.32,4.12,0.2,1.85,0.07
2010,10,Vanuatu,1.4,176.33,10984.49,476.28,25.95,28.2,18.88,1.04,10.41,0.32
2010,11,Cook Islands,0.74,143.63,9389.36,501.82,23.05,25.06,19.32,0.98,9.46,0.32
2010,11,Fiji,1.31,171.52,11047.82,538.25,26.68,29.01,21.58,1.12,10.86,0.36
2010,11,Kiribati,2.18,205.82,17293.1,866.79,35.03,38.08,35.83,1.77,17,0.59
2010,11,Marshall Islands,0.62,80.91,6447.7,314,13.48,14.66,13.84,0.68,8.23,5.17
2010,11,Micronesia,5.82,1455.8,94245.44,5402.64,237.61,258.28,206.09,10.09,99.98,12.69
2010,11,Nauru,0.16,12.03,1325.3,67.3,2.29,2.49,2.8,0.14,1.26,0.05
2010,11,Niue,0.16,37.14,2362.91,131.43,5.92,6.43,4.87,0.24,2.39,0.08
2010,11,Palau,1.27,319.02,20804.06,1155.69,51.64,56.13,44.93,2.21,23.21,6.42
2010,11,Papua New Guinea,18.49,3851.98,241055.9,13967.86,623.18,677.37,524.31,25.72,247.94,8.39
2010,11,Samoa,0.13,14.84,966.45,47.57,2.33,2.54,1.93,0.1,0.97,0.03
2010,11,Solomon Islands,1.58,238.65,19137.87,1000.41,40.66,44.19,40.27,2,18.73,0.66
2010,11,Tokelau,0.21,4.97,1580.29,59.37,1.42,1.55,2.87,0.15,1.45,0.05
2010,11,Tonga,0.45,55.41,3860.35,185.13,8.79,9.55,7.53,0.39,3.73,0.12
2010,11,Tuvalu,0.32,15.46,2140.43,100.57,3.12,3.39,4.33,0.22,1.98,0.07
2010,11,Vanuatu,1.12,146.35,9053.97,415.86,21.86,23.76,16.48,0.88,8.74,0.28
2010,12,Cook Islands,0.66,124.37,7686.83,414.96,19.49,21.18,15.89,0.8,7.71,0.26
2010,12,Fiji,0.95,133.18,8902.35,449.64,21.15,22.99,17.85,0.91,8.79,0.29
2010,12,Kiribati,2.15,214.82,18457.04,940.12,36.75,39.94,37.73,1.88,18,0.62
2010,12,Marshall Islands,0.81,101.52,7292.78,375.14,16.51,17.95,15.12,0.76,7.74,1.64
2010,12,Micronesia,4.75,1195.72,76063.02,4331.44,192.51,209.25,163.81,8.03,77.3,3.67
2010,12,Nauru,0.13,4.5,593.44,29.79,0.93,1.01,1.3,0.06,0.57,0.02
2010,12,Niue,0.1,22.64,1424.2,76.12,3.58,3.89,2.9,0.15,1.44,0.05
2010,12,Palau,1.37,284.15,18683.13,1026.27,45.55,49.51,39.36,1.94,19.15,3.23
2010,12,Papua New Guinea,15.42,2985.5,188073.7,10754.92,479.47,521.16,405.46,19.87,191.64,6.49
2010,12,Samoa,0.08,17.45,1091.32,56.78,2.74,2.98,2.19,0.11,1.1,0.04
2010,12,Solomon Islands,1.38,171.48,14760.8,741.29,29.44,32,30.18,1.51,14.12,0.5
2010,12,Tokelau,0.08,5.58,702.97,32.82,1.09,1.18,1.38,0.07,0.68,0.02
2010,12,Tonga,0.31,35.72,2780.56,135.55,5.9,6.42,5.59,0.29,2.72,0.09
2010,12,Tuvalu,0.23,20.51,2132.97,104.31,3.76,4.09,4.42,0.22,2.06,0.07
2010,12,Vanuatu,0.49,74.92,4788.45,241.02,11.69,12.7,9.68,0.48,4.75,0.16
2011,1,Cook Islands,1.29,203.91,12618.5,662.35,31.04,33.74,25.45,1.3,12.35,0.42
2011,1,Fiji,1.67,206.59,13214.46,643.46,31.84,34.61,25.41,1.32,12.86,0.42
2011,1,Kiribati,2.44,279.8,22405.22,1117.84,45.51,49.47,44.76,2.26,21.34,0.74
2011,1,Marshall Islands,1.95,205.45,15116.66,728.32,30.03,32.64,28.21,1.46,14.16,3.87
2011,1,Micronesia,8.11,1874.06,118277.78,6760.42,300.69,326.84,254.72,12.49,121.14,7.87
2011,1,Nauru,0.32,8.13,1622.45,74.1,1.9,2.07,3.27,0.16,1.45,0.06
2011,1,Niue,0.17,39.31,2426.33,135.01,6.2,6.74,5.06,0.25,2.45,0.08
2011,1,Palau,2.7,469.09,29818.48,1642.67,74.66,81.16,63.07,3.11,30.12,2.35
2011,1,Papua New Guinea,26.18,4687.88,296132.85,16777.53,752.55,817.99,636.79,31.23,301.25,10.21
2011,1,Samoa,0.12,15.31,1013.38,48.53,2.37,2.58,1.98,0.1,0.97,0.03
2011,1,Solomon Islands,2.4,301.66,24088.77,1214.88,50.44,54.83,49.38,2.45,23.17,0.81
2011,1,Tokelau,0.31,12.1,1457.8,63.71,2.39,2.6,3.07,0.14,1.43,0.05
2011,1,Tonga,0.4,58.95,3977.86,202.7,9.44,10.26,8.13,0.41,3.96,0.13
2011,1,Tuvalu,0.33,20.9,2186.35,96.73,3.74,4.06,4.23,0.22,2.03,0.07
2011,1,Vanuatu,1.04,139.02,8587.83,401.55,20.86,22.67,16.14,0.86,8.27,0.27
2011,2,Cook Islands,1.14,182.62,11373.32,566.86,27.07,29.42,21.85,1.14,10.86,0.36
2011,2,Fiji,2.64,266.99,16863.69,770.84,40.98,44.55,31.92,1.71,16.44,0.54
2011,2,Kiribati,2.32,215.12,19923.48,979.48,37.29,40.53,39.85,2,18.89,0.66
2011,2,Marshall Islands,0.94,125.88,9008.78,466.11,20.16,21.91,18.22,0.91,8.76,0.3
2011,2,Micronesia,8.62,1693.38,106937.72,6029.57,270.53,294.06,228.57,11.23,108.07,4.76
2011,2,Nauru,0.13,14.31,1599.37,73.43,2.61,2.83,3.14,0.16,1.45,0.05
2011,2,Niue,0.22,37.86,2333.69,121.23,5.91,6.42,4.7,0.24,2.33,0.08
2011,2,Palau,2.11,391.19,24664.18,1350.64,62.02,67.42,52.03,2.56,24.73,1.21
2011,2,Papua New Guinea,24.2,4336.29,273799.64,15415.8,694.34,754.72,587.04,28.82,278.1,9.41
2011,2,Samoa,0.2,19.14,1175.02,47.68,2.78,3.02,1.97,0.11,1.11,0.03
2011,2,Solomon Islands,3.02,294.13,21039.24,1099.03,47.97,52.14,43.7,2.16,20.77,0.71
2011,2,Tokelau,0.23,28.78,2034.12,92.38,4.67,5.08,3.96,0.21,2.03,0.07
2011,2,Tonga,0.68,92.28,5836.63,257.78,14.06,15.28,10.91,0.59,5.68,0.19
2011,2,Tuvalu,0.23,24.43,2711.76,132.44,4.53,4.93,5.51,0.27,2.56,0.09
2011,2,Vanuatu,0.84,125.68,7825.54,379.94,19.15,20.82,15.07,0.79,7.64,0.25
2011,3,Cook Islands,0.93,161.66,10241.73,532.34,25.28,27.48,20.65,1.05,10.18,0.34
2011,3,Fiji,1.3,173.57,11314.58,572.15,27.1,29.46,22.51,1.14,11,0.37
2011,3,Kiribati,2.84,228.33,23016.86,1117.05,40.41,43.93,46.07,2.28,21.75,0.77
2011,3,Marshall Islands,0.98,131.56,9132.23,455.31,20.83,22.64,18.35,0.92,8.9,0.3
2011,3,Micronesia,8.49,2008.62,126072.94,7119.86,321.7,349.67,271.03,13.3,128.01,4.5
2011,3,Nauru,0.23,20.89,2132.71,100.22,3.71,4.03,4.26,0.21,2,0.07
2011,3,Niue,0.13,33.91,2132.38,116.5,5.38,5.84,4.38,0.22,2.16,0.07
2011,3,Palau,1.98,421.71,26305.15,1453.5,66.79,72.6,55.39,2.74,26.51,1.25
2011,3,Papua New Guinea,27.56,4941.52,312572.8,17659.04,796.02,865.24,673.19,33.02,319.13,13.17
2011,3,Samoa,0.15,15.8,981.94,42.22,2.31,2.51,1.74,0.09,0.92,0.03
2011,3,Solomon Islands,2.16,308.08,22490.45,1139.51,50.13,54.49,46.13,2.3,21.91,0.75
2011,3,Tokelau,0.09,11.7,820.91,40.1,1.85,2.01,1.6,0.08,0.8,0.03
2011,3,Tonga,0.53,67.96,4448.49,213.76,10.63,11.55,8.74,0.45,4.41,0.14
2011,3,Tuvalu,0.09,5.46,1079.02,49.67,1.27,1.38,2.11,0.11,0.96,0.04
2011,3,Vanuatu,0.65,104.9,6632.32,344.31,16.36,17.78,13.27,0.68,6.58,0.22
2011,4,Cook Islands,0.88,165.18,10739.48,576.45,26.36,28.66,22.26,1.11,10.8,0.36
2011,4,Fiji,1.7,157.57,10845.65,529.16,24.81,26.96,21.22,1.08,10.52,0.35
2011,4,Kiribati,3.05,251.32,27258.83,1294.43,45.39,49.34,53.82,2.69,25.46,0.9
2011,4,Marshall Islands,0.78,110.47,7352.75,374.97,17.47,18.99,15.14,0.76,7.25,0.25
2011,4,Micronesia,9.27,1894.39,119143.98,6695.36,301.68,327.91,254.12,12.49,120.97,5.87
2011,4,Nauru,0.31,15.69,2915.91,123.68,3.38,3.67,5.34,0.27,2.53,0.09
2011,4,Niue,0.21,39.6,2546.88,133.65,6.22,6.76,5.22,0.26,2.52,0.08
2011,4,Palau,2.07,445.41,27880.67,1541.55,70.95,77.12,59.55,2.93,29.01,3
2011,4,Papua New Guinea,26.07,4785.92,301948.7,17061.29,767.26,833.97,648.26,31.8,307.08,10.38
2011,4,Samoa,0.17,10,740.26,35,1.61,1.75,1.45,0.07,0.74,0.02
2011,4,Solomon Islands,2.54,280.97,20762.16,1072.32,46.11,50.12,43.19,2.13,20.36,0.7
2011,4,Tokelau,0.07,13.7,871.85,47.39,2.19,2.38,1.85,0.09,0.88,0.03
2011,4,Tonga,0.61,61.49,4743.29,216.96,9.93,10.8,9.18,0.47,4.59,0.15
2011,4,Tuvalu,0.2,20.71,2203.82,108.21,3.83,4.16,4.51,0.23,2.1,0.08
2011,4,Vanuatu,1.02,130.36,8222.15,390.79,19.62,21.32,15.3,0.81,7.9,0.26
2011,5,Cook Islands,0.83,135.11,8975.87,471.4,21.52,23.39,18.32,0.91,8.95,0.3
2011,5,Fiji,2.23,176.89,13116.57,640.45,28.95,31.47,26.29,1.31,12.93,0.44
2011,5,Kiribati,3.42,225.64,25492.52,1204.69,41.82,45.46,52.1,2.51,24.09,0.87
2011,5,Marshall Islands,0.78,110.4,7551.87,359.03,17.15,18.64,14.64,0.74,7.27,0.24
2011,5,Micronesia,9.43,2061.37,131184.3,7302.64,329.26,357.89,280.01,13.75,132.9,6.49
2011,5,Nauru,0.42,21.31,3450.96,151.93,4.44,4.82,6.59,0.33,3.06,0.11
2011,5,Niue,0.23,44.89,2858.29,143.39,7.01,7.62,5.6,0.29,2.85,0.09
2011,5,Palau,2.4,508.17,32271.52,1762.49,80.77,87.79,67.95,3.36,32.9,3.41
2011,5,Papua New Guinea,28.02,5003.17,312441.43,17580.08,798.26,867.67,669.94,32.86,317.34,10.72
2011,5,Samoa,0.09,10.14,645.38,32.36,1.59,1.73,1.3,0.07,0.64,0.02
2011,5,Solomon Islands,2.21,323.07,24096.43,1229.03,53.1,57.72,49.76,2.46,23.59,0.81
2011,5,Tokelau,0.07,11.92,746.79,41.29,1.84,2,1.54,0.08,0.74,0.02
2011,5,Tonga,0.59,46.41,3739.44,175.06,7.77,8.45,7.54,0.37,3.67,0.12
2011,5,Tuvalu,0.26,26.41,2926.18,139.29,4.82,5.24,5.77,0.29,2.74,0.1
2011,5,Vanuatu,1.37,164.55,10353.15,479.52,24.68,26.82,18.87,1,9.96,0.32
2011,6,Cook Islands,0.83,146.29,9925.59,527.05,23.6,25.66,20.57,1.02,9.95,0.33
2011,6,Fiji,2.56,130.46,10362.2,501.37,21.72,23.61,20.93,1.04,10.1,0.35
2011,6,Kiribati,3.02,192.1,22648.47,1054.04,35.89,39.01,44.92,2.22,21.11,0.75
2011,6,Marshall Islands,0.67,81.26,6238.99,299.08,13.28,14.44,12.64,0.64,6.58,1.57
2011,6,Micronesia,9.21,2045.67,131427.15,7328.54,328.21,356.75,281.1,13.79,132.68,5.02
2011,6,Nauru,0.42,13.81,3009.1,131.67,3.33,3.62,5.79,0.29,2.65,0.1
2011,6,Niue,0.19,34.86,2354.76,123.88,5.62,6.11,4.88,0.24,2.37,0.08
2011,6,Palau,2.79,555.21,34599.57,1903.22,88.1,95.76,73.08,3.61,34.99,1.93
2011,6,Papua New Guinea,27.62,5265.05,329970.11,18612.87,840.77,913.88,707.5,34.68,334.85,11.32
2011,6,Samoa,0.07,9.84,712.35,35.54,1.58,1.72,1.47,0.07,0.69,0.02
2011,6,Solomon Islands,1.88,251.4,19053.18,967.35,41.29,44.88,39.25,1.93,18.59,0.64
2011,6,Tokelau,0.06,7.88,692.01,32.94,1.32,1.44,1.36,0.07,0.66,0.02
2011,6,Tonga,0.81,45.76,4121.26,200.03,8.02,8.72,8.56,0.41,4,0.14
2011,6,Tuvalu,0.45,30.74,4280.46,199.8,6.08,6.61,8.53,0.42,3.94,0.14
2011,6,Vanuatu,1.1,96.61,6530.77,314.67,15.12,16.43,12.96,0.66,6.38,0.21
2011,7,Cook Islands,0.92,140.89,9824.08,507.78,22.71,24.69,19.97,1,9.75,0.33
2011,7,Fiji,3.47,170.96,13928.23,690.67,29.11,31.64,28.92,1.42,13.76,0.48
2011,7,Kiribati,2.79,179.75,20614.15,974.35,33.26,36.15,42.58,2.06,22.36,8.22
2011,7,Marshall Islands,0.85,99.68,7501.85,371.08,16.19,17.59,15.45,0.77,8.13,2.41
2011,7,Micronesia,10,2147.74,138235,7656.74,345.01,375.01,295.93,14.52,140.74,7.69
2011,7,Nauru,0.29,13.91,1800.7,78.37,2.63,2.85,3.78,0.19,2.46,2.12
2011,7,Niue,0.26,42.11,2849.72,147.78,6.75,7.33,5.81,0.29,2.84,0.09
2011,7,Palau,2.75,571.21,37073.78,2001.08,90.91,98.81,76.91,3.81,37.18,4.15
2011,7,Papua New Guinea,27.59,5151.25,327754.96,18293.81,822.71,894.25,698.79,34.28,330.87,11.2
2011,7,Samoa,0.09,11.96,799.86,43.42,1.94,2.11,1.68,0.08,0.81,0.03
2011,7,Solomon Islands,2.05,270.08,18960.66,976.98,43.61,47.4,39.45,1.94,18.73,0.64
2011,7,Tokelau,0.09,11.73,915.43,49.59,1.96,2.13,1.93,0.09,0.9,0.03
2011,7,Tonga,1.01,57.24,4586.8,222.76,9.59,10.42,9.34,0.46,4.49,0.15
2011,7,Tuvalu,0.32,22.43,2625.01,124.98,4.17,4.54,5.26,0.26,2.45,0.09
2011,7,Vanuatu,1.4,114.36,8061.63,373.77,17.85,19.4,15.31,0.79,7.76,0.26
2011,8,Cook Islands,1.27,185.37,12956.99,676.15,30.13,32.75,26.65,1.31,12.96,0.43
2011,8,Fiji,3.51,164.15,13406.83,670.64,28.27,30.72,28.11,1.37,13.38,0.46
2011,8,Kiribati,3.06,219.64,23075.26,1095.19,39.53,42.96,47.24,2.31,24.26,6.67
2011,8,Marshall Islands,0.85,92.31,6553.01,329.6,14.84,16.13,13.43,0.67,6.95,1.58
2011,8,Micronesia,10.3,2149.4,142505.64,7869.86,348.53,378.83,306.06,14.99,146.42,12.48
2011,8,Nauru,0.28,9.93,2033.67,92.59,2.4,2.61,4.05,0.2,1.84,0.07
2011,8,Niue,0.24,36.89,2676,139.49,6.05,6.58,5.5,0.27,2.67,0.09
2011,8,Palau,2.78,617.99,38897.43,2165.04,98.03,106.55,82.82,4.08,40.17,3.68
2011,8,Papua New Guinea,27.83,5620.59,351252.96,19726.33,896.21,974.14,753.18,36.88,356.66,12.05
2011,8,Samoa,0.12,16.93,1234.77,57.75,2.7,2.93,2.37,0.12,1.2,0.04
2011,8,Solomon Islands,2.17,256.26,18135.97,923.99,41.71,45.34,37.87,1.86,18.01,0.61
2011,8,Tokelau,0.23,18.34,1295.44,69.66,2.99,3.25,2.75,0.13,1.29,0.04
2011,8,Tonga,1.67,57.51,4775.46,237.5,9.76,10.61,9.74,0.48,4.71,0.16
2011,8,Tuvalu,0.26,27,2305.86,107.63,4.55,4.94,4.63,0.23,2.21,0.08
2011,8,Vanuatu,1.9,101.58,8039.16,382.96,16.82,18.28,16.38,0.81,7.92,0.27
2011,9,Cook Islands,0.94,130.41,9741.91,498.87,21.57,23.44,20.4,1,10.68,2.92
2011,9,Fiji,3.53,196.24,14586.72,696.98,31.86,34.63,29.2,1.46,14.33,0.48
2011,9,Kiribati,3.18,184.69,19252.23,905.68,32.87,35.73,39.66,1.92,20.26,5.63
2011,9,Marshall Islands,1.01,73.44,4923.89,243.81,11.64,12.65,9.94,0.5,4.85,0.16
2011,9,Micronesia,10.42,2174.25,140795.96,7872.1,350.7,381.19,302.21,14.8,142.4,4.84
2011,9,Nauru,0.21,21.47,1979.56,94.46,3.71,4.04,4.17,0.2,2.18,0.79
2011,9,Niue,0.19,29.29,2044.96,104.54,4.77,5.19,4.2,0.21,2.05,0.07
2011,9,Palau,2.53,526.78,32996.64,1818.62,83.61,90.88,70.04,3.44,33.62,2.31
2011,9,Papua New Guinea,31.04,5451.34,344854.96,19250.32,869.81,945.44,737.6,36.13,350.58,16.82
2011,9,Samoa,0.15,10.74,934.28,46.58,1.9,2.07,1.99,0.09,0.94,0.03
2011,9,Solomon Islands,2.62,312.94,21738.16,1142.64,50.68,55.09,45.37,2.23,21.57,0.73
2011,9,Tokelau,0.35,12.79,1450.02,68.65,2.4,2.6,3.19,0.15,1.88,1.32
2011,9,Tonga,1.49,69.51,5552.74,252.08,11.5,12.5,10.75,0.55,5.45,0.18
2011,9,Tuvalu,0.25,28.39,2491.38,123.6,4.87,5.3,5.09,0.25,2.46,0.2
2011,9,Vanuatu,1.5,134.62,9533.6,439.83,21.18,23.02,18.2,0.94,9.26,0.31
2011,10,Cook Islands,1.4,198.65,13606.96,648.5,29.57,32.14,25.89,1.35,13.6,2.56
2011,10,Fiji,3.46,193.59,14744.36,692.69,31.29,34.01,28.87,1.46,14.21,0.48
2011,10,Kiribati,3.23,234.6,23055.78,1078.27,39.13,42.53,45.81,2.29,23.01,5.15
2011,10,Marshall Islands,0.65,108.46,7623.72,374.31,17.25,18.75,15.29,0.77,7.8,1.22
2011,10,Micronesia,11.87,2400.55,153811.81,8555.59,386.69,420.31,331.44,16.25,158.41,11.63
2011,10,Nauru,0.15,15.25,1567.9,72.98,2.74,2.98,3.14,0.16,1.47,0.05
2011,10,Niue,0.2,39.53,2591.7,137.44,6.3,6.84,5.31,0.26,2.6,0.09
2011,10,Palau,2.67,499.44,31474.72,1731.37,79.54,86.46,66.97,3.3,32.49,2.92
2011,10,Papua New Guinea,34.77,5769.18,367542.97,20437.59,925.84,1006.34,789.35,38.67,374.73,17.1
2011,10,Samoa,0.09,10.5,850.74,42.7,1.74,1.89,1.7,0.09,0.82,0.03
2011,10,Solomon Islands,2.12,295.18,24327.74,1213.1,50.15,54.52,50.26,2.47,23.67,0.82
2011,10,Tokelau,0.2,18.53,1521.81,76.36,3.11,3.38,3.06,0.15,1.49,0.05
2011,10,Tonga,1.83,76.46,6510.43,302.31,12.97,14.1,13.07,0.65,6.38,0.22
2011,10,Tuvalu,0.22,24.43,2717.03,120.43,4.52,4.92,5.62,0.28,3.22,1.8
2011,10,Vanuatu,1.26,126.7,8700.7,429.21,20.19,21.94,17.53,0.89,8.6,0.29
2011,11,Cook Islands,0.81,167.21,10585.93,556.16,26.23,28.52,21.39,1.08,10.57,0.35
2011,11,Fiji,2.42,221.52,15170.56,740.65,34.91,37.94,29.81,1.52,14.74,0.49
2011,11,Kiribati,2.69,227.62,22407.49,1086.49,40.05,43.53,45.48,2.25,22.8,4.61
2011,11,Marshall Islands,0.87,92.33,7678.01,369.22,15.42,16.76,15.28,0.77,7.55,1.39
2011,11,Micronesia,9.69,2253.33,142968.1,7943.18,360.1,391.41,305.65,14.99,145.64,8.73
2011,11,Nauru,0.15,5.88,1197.92,54.1,1.38,1.5,2.34,0.12,1.07,0.04
2011,11,Niue,0.13,29.82,1921.61,103.62,4.75,5.17,3.98,0.2,1.94,0.06
2011,11,Palau,2.35,548.38,34796.69,1893.54,87.7,95.33,73.82,3.64,35.7,3.27
2011,11,Papua New Guinea,37.61,5712.05,361701.01,20097.97,916.15,995.82,777.68,38.08,367.9,12.81
2011,11,Samoa,0.12,14.89,1065.85,52.92,2.39,2.6,2.13,0.11,1.05,0.04
2011,11,Solomon Islands,2.21,323.22,25611.86,1279.54,53.67,58.33,52.06,2.59,24.74,0.85
2011,11,Tokelau,0.24,24.32,1699.44,76.05,3.71,4.03,3.1,0.17,1.61,0.05
2011,11,Tonga,0.67,74.49,5312.7,252.63,11.87,12.9,10.42,0.54,5.21,0.17
2011,11,Tuvalu,0.22,18.83,2066.71,91.47,3.4,3.69,3.94,0.21,1.89,0.07
2011,11,Vanuatu,0.98,115.91,7311.48,349.55,17.64,19.17,13.95,0.73,7.11,0.23
2011,12,Cook Islands,0.81,145.26,9436.69,492.24,23.07,25.08,19.19,0.97,9.44,0.31
2011,12,Fiji,2.28,227.05,15469.62,749.28,35.69,38.8,30.09,1.55,15.1,0.5
2011,12,Kiribati,3.31,252.26,25438.17,1238.14,45.11,49.03,52.16,2.56,24.9,2.44
2011,12,Marshall Islands,1.68,123.56,8607.07,418.63,19.4,21.09,16.87,0.86,8.26,0.65
