year,month,Country,BC,SOX,CO2,NOx,PM2.5,PM10,NMVOC,N2O,CO,CH4
2017,3,Marshall Islands,4.55,191.56,18162.94,802.87,33.51,36.43,36.53,1.83,18.2,2.84
2017,3,Micronesia,19.77,2586.36,198868.1,9549.46,425.55,462.55,409.57,20.22,214.79,83.77
2017,3,Nauru,0.52,19.45,2659.93,117.28,3.87,4.21,5.37,0.27,2.5,0.09
2017,3,Niue,0.24,47.59,3091.9,146.13,7.55,8.21,6.14,0.32,3.07,0.1
2017,3,Palau,3.95,587.3,41015.47,1998.04,94.29,102.48,85.76,4.21,45.94,16.25
2017,3,Papua New Guinea,49.58,6484.41,473057.03,22984.34,1056.71,1148.6,987.66,48.6,531.75,227.14
2017,3,Samoa,0.33,45.92,3020.99,136.94,7.08,7.69,5.85,0.3,2.94,0.1
2017,3,Solomon Islands,4.54,400.06,31889.81,1518.39,66.56,72.35,65.15,3.24,31.03,1.11
2017,3,Tokelau,0.23,29.79,2327.98,101.73,4.77,5.19,4.4,0.23,2.22,0.07
2017,3,Tonga,0.82,109.15,7424.87,325.24,17.33,18.83,14.33,0.76,7.34,0.24
2017,3,Tuvalu,0.71,34.35,4907.02,204.1,6.73,7.32,9.31,0.48,4.47,0.16
2017,3,Vanuatu,2.64,163.83,12203.67,530.33,25.71,27.95,23.23,1.21,11.64,0.39
2017,4,Cook Islands,1.8,192.68,15032.44,693.35,30.6,33.26,29,1.5,14.31,0.48
2017,4,Fiji,5.81,339.35,25572.17,1087.87,53.72,58.39,47.81,2.52,24.48,0.81
2017,4,Kiribati,3.85,241.01,26317.17,1171.92,43.36,47.13,52.28,2.66,24.56,0.88
2017,4,Marshall Islands,3.82,150.65,14549.6,645.52,26.48,28.78,29.09,1.47,13.88,0.48
2017,4,Micronesia,17.03,2275.13,178146.5,8569.7,377.47,410.29,369.87,18.24,195.92,79.47
2017,4,Nauru,0.87,21.56,4742.99,201.29,5.38,5.85,9.54,0.48,4.33,0.16
2017,4,Niue,0.25,40.84,2718.8,132.24,6.48,7.04,5.46,0.28,2.7,0.09
2017,4,Palau,3.45,547.57,37882.77,1868.9,87.26,94.85,78.31,3.86,41.14,12.62
2017,4,Papua New Guinea,40.05,5632.53,410626.91,19923.27,913.65,993.1,847.71,41.82,454.42,188.09
2017,4,Samoa,0.27,20.25,1503.64,70.19,3.32,3.61,3.09,0.15,1.5,0.05
2017,4,Solomon Islands,4.39,392.43,30244.21,1451.88,64.96,70.61,62.55,3.09,29.72,1.02
2017,4,Tokelau,0.16,14.02,1433.77,66.04,2.55,2.77,2.94,0.15,1.38,0.05
2017,4,Tonga,0.76,97.99,6770.39,295.09,15.55,16.9,13.05,0.69,6.69,0.22
2017,4,Tuvalu,0.68,25.66,4243.44,172.45,5.42,5.89,8.27,0.42,3.9,0.14
2017,4,Vanuatu,2.72,182.58,12668.37,524.51,27.73,30.14,23.11,1.23,12.06,0.39
2017,5,Cook Islands,1.75,154.04,13928.66,625.68,26.76,29.09,27.72,1.4,13.6,0.46
2017,5,Fiji,4.74,206.86,19218.15,821.57,35.43,38.51,36.9,1.88,18.5,0.62
2017,5,Kiribati,4.53,265.67,31043.13,1314.87,45.91,49.9,59,3.07,27.83,1
2017,5,Marshall Islands,4.74,138.86,14953.1,654.57,25.02,27.2,29.72,1.5,13.88,0.49
2017,5,Micronesia,19.56,2574.35,192695.41,9303.95,421.95,458.64,396.98,19.62,206.82,75.32
2017,5,Nauru,0.47,23.98,3866.25,165.84,5.13,5.58,7.75,0.39,3.58,0.13
2017,5,Niue,0.26,27.3,2362.49,103.84,4.71,5.11,4.66,0.24,2.34,0.08
2017,5,Palau,5.65,663.22,46100.38,2256.08,106.25,115.49,96.36,4.73,52.36,20.65
2017,5,Papua New Guinea,48.03,6271.36,447135.52,21791.25,1012.43,1100.47,927.44,45.68,497.56,206.72
2017,5,Samoa,0.42,38.75,2927.85,138.76,6.33,6.88,6.01,0.3,2.87,0.1
2017,5,Solomon Islands,4.65,406.51,29790.78,1431.28,66.2,71.96,61.25,3.05,29.42,1
2017,5,Tokelau,0.31,23.87,1867.52,87.24,3.9,4.24,3.87,0.19,1.82,0.06
2017,5,Tonga,0.84,58.62,5879.38,247.73,10.55,11.47,11.63,0.59,5.77,0.19
2017,5,Tuvalu,1.33,35.93,6456.64,264.05,7.91,8.6,12.79,0.64,5.93,0.22
2017,5,Vanuatu,1.56,126.02,9721.46,405.98,19.93,21.67,17.86,0.94,9.32,0.3
2017,6,Cook Islands,1.57,137.05,13330.61,607.27,24.31,26.42,26.54,1.33,12.97,0.44
2017,6,Fiji,5.55,177.46,22740.47,936.06,34.45,37.44,43.64,2.21,21.89,0.74
2017,6,Kiribati,4.47,196.79,23474.2,1021.31,36.89,40.1,46.55,2.36,21.91,0.78
2017,6,Marshall Islands,2.82,125.58,13266.64,580.78,22.81,24.79,26.88,1.35,13.31,2.62
2017,6,Micronesia,17.37,2674.98,205578.57,9922.38,443.29,481.83,430.9,21.18,231.71,104
2017,6,Nauru,0.99,23.52,4499.81,190.79,5.46,5.94,9.08,0.46,4.13,0.15
2017,6,Niue,0.25,28.03,2398.49,108.2,4.75,5.16,4.68,0.24,2.35,0.08
2017,6,Palau,3.6,623.27,42575.87,2106.63,99.68,108.35,88.32,4.36,45.46,11.41
2017,6,Papua New Guinea,45.72,6468.7,462465.27,22523.42,1045.51,1136.42,968.27,47.46,524.13,229.46
2017,6,Samoa,0.32,40.17,2994.5,143.14,6.59,7.16,6.18,0.31,2.96,0.1
2017,6,Solomon Islands,4.02,376.25,26103.13,1299.43,60.84,66.13,54.8,2.69,26.08,0.89
2017,6,Tokelau,0.17,16.98,1363.48,65.66,2.85,3.1,2.86,0.14,1.34,0.05
2017,6,Tonga,1.51,60.5,8777.47,350.25,12.54,13.64,16.88,0.85,8.54,0.29
2017,6,Tuvalu,1.15,37.04,5549.08,229.82,7.53,8.18,11,0.54,5.24,0.19
2017,6,Vanuatu,2.51,141.06,12587.7,491.43,22.81,24.79,22.55,1.19,11.95,0.39
2017,7,Cook Islands,1.68,145.64,13490.87,598.07,25.44,27.65,26.63,1.35,13.19,0.44
2017,7,Fiji,6.79,176.49,24620.94,1014.76,35.91,39.03,47.9,2.4,23.82,0.81
2017,7,Kiribati,4.36,199.98,26362.82,1130.8,39.15,42.55,52.56,2.68,24.57,0.89
2017,7,Marshall Islands,3.41,160.29,16106.43,705.95,28.33,30.79,32.25,1.63,15.9,2.29
2017,7,Micronesia,16.08,2646.5,197046.68,9542.31,434.44,472.22,413.49,20.31,224.77,104.86
2017,7,Nauru,0.89,22.02,4902.36,199.68,5.47,5.95,9.81,0.5,4.47,0.17
2017,7,Niue,0.27,28.53,2616.58,116.56,5.02,5.45,5.16,0.26,2.58,0.09
2017,7,Palau,4.59,689.22,47838.94,2371.88,110.8,120.44,99.46,4.89,51.1,12.1
2017,7,Papua New Guinea,46.24,6607.52,470940.38,22879.28,1065.68,1158.35,979.69,48.16,528.47,224.05
2017,7,Samoa,0.3,28.69,2322.02,108.3,4.84,5.26,4.81,0.24,2.3,0.08
2017,7,Solomon Islands,4.08,338.27,24508.52,1194.16,55.4,60.21,51.38,2.52,24.5,0.83
2017,7,Tokelau,0.29,29.05,2457.33,113.77,4.96,5.4,5.05,0.25,2.42,0.08
2017,7,Tonga,1.67,61.35,6811.42,287.56,11.51,12.51,13.39,0.68,6.71,0.22
2017,7,Tuvalu,0.93,26.43,4258.3,179.31,5.46,5.94,8.45,0.42,3.96,0.14
2017,7,Vanuatu,2.3,106.12,11518.55,479.3,19.26,20.94,22.39,1.13,11.22,0.38
2017,8,Cook Islands,2.2,161.1,16783.84,711.62,29.18,31.72,32.28,1.65,16.31,0.54
2017,8,Fiji,6.86,227.12,26961.95,1111.08,42.81,46.53,51.79,2.63,25.97,0.88
2017,8,Kiribati,4.33,274.12,29636.52,1289.55,49.76,54.09,58.71,3,27.87,0.99
2017,8,Marshall Islands,3.65,147.61,14954.35,666.57,26.21,28.49,30.17,1.51,14.1,0.5
2017,8,Micronesia,14.78,2663.02,200238.76,9751.99,440.49,478.79,421.84,20.69,230.61,113.48
2017,8,Nauru,1.51,32.03,7945.8,322.85,8.6,9.35,16.2,0.82,7.28,0.28
2017,8,Niue,0.46,26.88,3431.44,142.01,5.29,5.75,6.53,0.33,3.34,0.11
2017,8,Palau,4.77,644.33,49057.43,2357.6,106.05,115.27,99.8,4.95,49.48,6.98
2017,8,Papua New Guinea,41.39,6446.91,457743.84,22499.11,1042.39,1133.03,960.92,47.07,522.02,233.22
2017,8,Samoa,0.27,20.01,1854.35,83.5,3.51,3.81,3.75,0.19,1.82,0.06
2017,8,Solomon Islands,3.82,386.47,27510.91,1354.42,63.03,68.51,57.84,2.83,27.47,0.94
2017,8,Tokelau,0.4,46.51,3530.67,163.85,7.61,8.27,7.1,0.36,3.46,0.12
2017,8,Tonga,1.31,51.51,7176.3,292.48,10.54,11.46,14.05,0.7,7.04,0.24
2017,8,Tuvalu,0.55,21.43,3200.76,138.27,4.34,4.72,6.31,0.32,2.95,0.11
2017,8,Vanuatu,4.37,173.85,17261.55,681.55,29.73,32.32,31.66,1.65,16.56,0.54
2017,9,Cook Islands,1.69,147.32,13366.64,581.95,23.23,25.25,25.18,1.31,12.34,0.42
2017,9,Fiji,6.24,225.88,27053.21,1136.92,43.06,46.81,52.63,2.66,26.16,0.88
2017,9,Kiribati,4.82,265.57,31865.5,1358.33,47.74,51.89,62.85,3.21,29.02,1.06
2017,9,Marshall Islands,3.5,164.61,16186.8,702.64,28.88,31.39,32.62,1.64,15.97,2.55
2017,9,Micronesia,16.01,2628.92,196868.94,9549.06,433.04,470.69,410.16,20.2,219.55,96.32
2017,9,Nauru,0.15,19.49,1826.8,78.94,3.32,3.61,3.62,0.18,1.73,0.06
2017,9,Niue,0.4,30.2,3271.63,139.23,5.58,6.07,6.28,0.32,3.19,0.11
2017,9,Palau,4.65,638.98,50749.93,2408.13,106.22,115.46,102.71,5.1,52.89,13.76
2017,9,Papua New Guinea,40.22,6363.84,457758.33,22187.3,1029.7,1119.24,945.42,46.61,507.17,214
2017,9,Samoa,0.39,37.67,3102.42,143.26,6.4,6.96,6.38,0.31,3.08,0.1
2017,9,Solomon Islands,3.78,401.88,28283.68,1380.27,65.09,70.75,58.95,2.9,28.16,0.96
2017,9,Tokelau,0.21,15.76,1517.13,69.93,2.79,3.04,3.12,0.15,1.47,0.05
2017,9,Tonga,1.28,70.25,8047.81,331.05,13.16,14.31,15.66,0.8,7.82,0.26
2017,9,Tuvalu,0.35,17.5,2332.54,97.73,3.45,3.75,4.62,0.24,2.2,0.08
2017,9,Vanuatu,3.31,156.81,16730.53,661.39,27.98,30.42,31.13,1.62,16.2,0.53
2017,10,Cook Islands,1.56,175.66,13249.41,610.62,28.81,31.31,26.37,1.35,13.03,0.44
2017,10,Fiji,7.6,293.33,30574.57,1252.05,52.04,56.57,57.57,2.98,29.31,0.98
2017,10,Kiribati,4.4,328.7,34085.76,1509.37,59.04,64.17,68.52,3.46,32.76,2.4
2017,10,Marshall Islands,3.15,174,15801,731.13,29.89,32.49,31.74,1.6,15.1,0.52
2017,10,Micronesia,15.15,2446.96,180713.98,8799.38,400.79,435.64,378.7,18.56,202.55,87.67
2017,10,Nauru,0.17,28.94,2217.49,101.28,4.7,5.11,4.43,0.22,2.14,0.07
2017,10,Niue,0.28,35.76,2807.57,129.76,5.97,6.49,5.58,0.28,2.77,0.09
2017,10,Palau,5.42,750.79,56601.7,2716.56,122.76,133.43,116.57,5.73,61.34,20.07
2017,10,Papua New Guinea,44.27,6530.03,471778.17,23135.38,1063.68,1156.17,989.27,48.56,532.17,231.04
2017,10,Samoa,0.33,26.01,2035.12,91.92,4.31,4.68,4.09,0.21,2.01,0.07
2017,10,Solomon Islands,3.9,371.8,27167.91,1310.75,60.81,66.1,56.87,2.79,27.66,2.68
2017,10,Tokelau,0.7,54.39,5081.88,229.84,9.4,10.22,10.06,0.51,4.86,0.17
2017,10,Tonga,1.48,85.56,9117.98,370.03,15.53,16.88,17.42,0.89,8.95,0.3
2017,10,Tuvalu,1.77,78.13,9084.55,370.58,14.15,15.38,17.31,0.9,8.56,0.72
2017,10,Vanuatu,3.18,137.68,14311.25,576.54,23.43,25.46,26.94,1.39,13.53,0.46
2017,11,Cook Islands,1.41,163.8,12646.35,607.92,27.44,29.83,25.95,1.3,12.56,0.43
2017,11,Fiji,5.49,257.28,22017.68,938.95,43.2,46.96,42.82,2.2,21.33,0.72
2017,11,Kiribati,2.72,230.42,22708.85,1026.7,40.91,44.46,45.71,2.3,21.58,0.76
2017,11,Marshall Islands,3.13,141.98,14557.18,635.58,25.28,27.48,29.1,1.47,13.72,0.48
2017,11,Micronesia,16.04,2658.2,198905.99,9660.97,437.41,475.44,416.92,20.49,225.7,102.5
2017,11,Nauru,0.47,17.39,3198.09,132.14,3.95,4.29,6.46,0.33,2.95,0.11
2017,11,Niue,0.13,23.89,1649.08,79.93,3.87,4.21,3.35,0.17,1.65,0.05
2017,11,Palau,4.12,567.14,44547.5,2104.27,93.69,101.83,90.88,4.49,48.3,17.21
2017,11,Papua New Guinea,46.93,6442.11,469304.81,22885.8,1050.93,1142.31,979.07,48.26,528.71,225.24
2017,11,Samoa,0.62,32.57,2570.58,117.42,5.44,5.92,5.33,0.26,2.56,0.09
2017,11,Solomon Islands,5.1,421.26,33466.88,1576.27,70.57,76.71,69.19,3.44,33.01,1.13
2017,11,Tokelau,0.38,19.89,2606.42,118.72,3.91,4.25,5.28,0.26,2.41,0.09
2017,11,Tonga,0.76,67.67,5544.3,240.82,11.4,12.39,11,0.56,5.47,0.18
2017,11,Tuvalu,0.99,43.14,5637.56,230.26,8.23,8.94,10.73,0.55,5.21,0.18
2017,11,Vanuatu,2.39,128.09,11182.36,460.5,21.14,22.98,21.65,1.11,10.77,0.37
2017,12,Cook Islands,1.15,164.33,11707.14,558.44,26.59,28.9,23.51,1.2,11.57,0.39
2017,12,Fiji,5.14,255.22,20022.63,883.03,41.5,45.11,39.39,2,19.41,0.66
2017,12,Kiribati,3.04,259.4,22294.73,1037.54,43.92,47.74,45.12,2.26,21.42,0.74
2017,12,Marshall Islands,3.99,173.06,15388.86,686.18,29.36,31.91,30.77,1.54,15.26,2.07
2017,12,Micronesia,16.3,2708.75,208505.03,10046.53,448.12,487.09,438.09,21.54,245.5,129.39
2017,12,Nauru,0.33,25.22,3430.06,152.87,5.12,5.57,7.04,0.36,3.23,0.12
2017,12,Niue,0.17,28.39,1810.44,90.64,4.51,4.9,3.72,0.19,1.83,0.06
2017,12,Palau,4.97,616.07,48852.29,2269.39,101.05,109.84,98.55,4.88,53.16,20.84
2017,12,Papua New Guinea,43.92,6527.72,478072.99,23271.2,1065.93,1158.62,1005.9,49.33,556.31,274.89
2017,12,Samoa,0.34,25.36,2022.56,90.07,3.86,4.2,3.96,0.2,1.87,0.07
2017,12,Solomon Islands,6.98,454.9,41850.4,1954.2,80.18,87.15,87.27,4.33,40.8,1.44
2017,12,Tokelau,0.43,31.78,3250.88,139.38,4.75,5.16,5.92,0.31,2.77,0.1
2017,12,Tonga,0.73,87.38,5935.41,246.03,10.29,11.19,10.09,0.57,4.74,0.17
2017,12,Tuvalu,0.84,48.26,4989.5,213.57,8.54,9.28,9.62,0.49,4.67,0.16
2017,12,Vanuatu,3.69,210.4,15746.64,620.43,32.41,35.22,28.62,1.51,15.03,0.49
2018,1,Cook Islands,1.17,167.71,11307.29,537.5,26.58,28.89,22.84,1.16,11.15,0.37
2018,1,Fiji,5.11,273.9,21093.34,902.73,41.74,45.37,39.69,2.07,19.58,0.66
2018,1,Kiribati,2.74,288.16,23263.85,1090.95,48.41,52.62,47.39,2.37,22.63,0.78
2018,1,Marshall Islands,3.42,179.23,15141.99,713.79,30.4,33.04,31.05,1.55,14.62,0.51
2018,1,Micronesia,19.41,2434.07,193539.45,9138.46,404.83,440.04,401.77,19.81,220.39,109.8
2018,1,Nauru,0.09,10.54,1161.29,53.48,1.98,2.15,2.38,0.12,1.12,0.04
2018,1,Niue,0.26,25.87,1848.16,82.46,4.07,4.42,3.61,0.19,1.78,0.06
2018,1,Palau,5.27,593.5,48119.59,2245.64,98.25,106.8,97.45,4.84,51.06,14.54
2018,1,Papua New Guinea,44.19,6077.42,450961.58,21769.38,995.08,1081.61,944.11,46.42,523.43,263.01
2018,1,Samoa,0.36,26.15,2401.64,107.29,4.54,4.94,4.89,0.24,2.35,0.08
2018,1,Solomon Islands,4.9,338.97,27328.73,1272.21,56.72,61.65,56.33,2.79,26.71,0.92
2018,1,Tokelau,0.27,26.48,2512.68,116.52,4.66,5.07,5.04,0.25,2.39,0.08
2018,1,Tonga,0.94,67.48,4961.68,200.31,8.37,9.1,8.58,0.47,4.05,0.14
2018,1,Tuvalu,1.37,53.05,6065.54,254.07,9.67,10.51,11.57,0.6,5.62,0.2
2018,1,Vanuatu,2.51,185.78,12656.96,533.2,27.14,29.5,23.2,1.24,11.75,0.39
2018,2,Cook Islands,0.94,160.6,10474.01,485.07,25.01,27.19,20.56,1.07,10.27,0.34
2018,2,Fiji,4.73,256.88,19424.51,842.43,39.28,42.7,36.71,1.91,18.16,0.62
2018,2,Kiribati,2.82,287.69,23931.98,1061.87,47.86,52.02,46.9,2.41,22.93,0.78
2018,2,Marshall Islands,3.01,182.15,15468.27,686.59,30.54,33.2,30.8,1.56,14.84,0.51
2018,2,Micronesia,15.45,2275.91,179453.19,8427.22,376.01,408.7,369.82,18.25,201.91,99.33
2018,2,Nauru,0.96,23.09,4215.78,174.29,5.18,5.63,8.44,0.43,3.86,0.14
2018,2,Niue,0.14,23.41,1479.97,71.5,3.62,3.93,2.94,0.15,1.45,0.05
2018,2,Palau,5.4,604.09,46353.15,2202.24,99.12,107.74,97.01,4.76,54.22,25.67
2018,2,Papua New Guinea,39.34,5754.45,419822.53,20249.96,935.16,1016.48,875.89,43.08,478.17,220.55
2018,2,Samoa,0.34,28.3,2321,105.16,4.76,5.18,4.74,0.24,2.3,0.08
2018,2,Solomon Islands,3.77,348.9,25920.72,1237.6,57.06,62.02,53.71,2.65,25.62,0.88
2018,2,Tokelau,0.18,23.4,1644.95,73.69,3.72,4.04,3.19,0.17,1.61,0.05
2018,2,Tonga,0.64,82.15,5549.91,240.01,12.87,13.99,10.6,0.57,5.42,0.18
2018,2,Tuvalu,1.06,47.16,4345.38,182.7,7.9,8.58,8.25,0.42,4.04,0.14
2018,2,Vanuatu,2.24,147.52,10209.41,439.21,22.64,24.6,19.61,1.01,9.82,0.33
2018,3,Cook Islands,1.23,149.66,9936.4,483.81,23.57,25.62,19.94,1.01,9.79,0.33
2018,3,Fiji,5.11,303.14,22642.4,991.02,45.54,49.5,42.5,2.23,20.96,0.71
2018,3,Kiribati,2.96,256.7,23279.08,1082.4,43.9,47.71,46.99,2.35,22.16,0.78
2018,3,Marshall Islands,3.61,160.46,18589.5,805.7,29.84,32.44,37.84,1.89,19.92,6.95
2018,3,Micronesia,14.75,2238.9,169234.82,8141.91,366.82,398.72,351.59,17.32,188.53,78.94
2018,3,Nauru,1.79,25.33,7271.95,305.17,7.35,7.99,14.99,0.75,6.65,0.26
2018,3,Niue,0.24,35.77,2328.95,112.39,5.57,6.05,4.62,0.24,2.31,0.08
2018,3,Palau,5.44,645.8,48043.25,2306.9,104.84,113.95,98.8,4.89,52.06,15.55
2018,3,Papua New Guinea,44.61,5962.37,423860.35,20772.5,966.37,1050.4,884.48,43.6,468.27,175.95
2018,3,Samoa,0.38,35.57,2984.09,137.15,5.98,6.5,6.06,0.3,2.91,0.1
2018,3,Solomon Islands,4.33,359.17,28812.68,1351.35,60.41,65.66,59.66,2.95,28.42,0.98
2018,3,Tokelau,0.29,19.17,1957.75,82.47,2.66,2.89,3.46,0.18,1.6,0.06
2018,3,Tonga,0.54,56.71,4177.63,185.68,9.16,9.95,8.37,0.42,4.14,0.14
2018,3,Tuvalu,0.87,31.57,4038.53,165.79,5.89,6.4,7.65,0.39,3.69,0.13
2018,3,Vanuatu,2.35,143.62,9764.89,411.86,21.83,23.73,18.17,0.96,9.32,0.31
2018,4,Cook Islands,1.91,200.94,14527.84,691.75,31.65,34.41,28.3,1.46,14.02,0.47
2018,4,Fiji,5.98,306.34,23392.89,1031.63,49.22,53.5,45.49,2.34,22.71,0.76
2018,4,Kiribati,4.52,302.68,28274.32,1236.69,48.75,52.99,54.12,2.81,25.68,0.9
2018,4,Marshall Islands,4.51,174.85,17572.34,781.79,31.32,34.04,35.85,1.8,16.56,0.59
2018,4,Micronesia,18.16,2406.67,183503.45,8783.44,396.53,431.01,382.9,18.83,206.91,92.67
2018,4,Nauru,1.73,33.06,7813.01,323.03,8.45,9.19,15.73,0.8,7.12,0.27
2018,4,Niue,0.22,36.1,2393.38,115.56,5.71,6.2,4.81,0.25,2.4,0.08
2018,4,Palau,3.91,579.34,44285.94,2107.4,94.96,103.22,90.24,4.49,46.93,12.51
2018,4,Papua New Guinea,38.83,5830.36,418037.57,20413.09,944.87,1027.03,869.84,42.87,464.24,181.34
2018,4,Samoa,0.42,25.88,2342.16,103.9,4.45,4.84,4.8,0.24,2.31,0.08
2018,4,Solomon Islands,3.85,336.82,27066.49,1295.34,56.46,61.37,56.01,2.76,26.66,0.92
2018,4,Tokelau,0.46,24.63,1803.69,81.47,3.97,4.32,3.48,0.18,1.76,0.06
2018,4,Tonga,0.7,63.5,4637.68,204.16,10.23,11.12,9.19,0.47,4.59,0.15
2018,4,Tuvalu,1.33,39.22,5505.22,229.23,7.82,8.5,10.88,0.55,5.13,0.18
2018,4,Vanuatu,2.14,147.31,10164.73,425.9,22.27,24.21,18.47,0.99,9.66,0.32
2018,5,Cook Islands,1.56,188.59,16313.64,746.82,31.89,34.66,32.2,1.64,15.95,0.53
2018,5,Fiji,5.92,229.61,22554.36,971.56,40.1,43.58,43.98,2.24,21.77,0.74
2018,5,Kiribati,2.9,251.1,22119.72,1021.29,42.56,46.26,44.26,2.23,21.15,0.74
2018,5,Marshall Islands,3,157.56,16551.28,742.29,28.71,31.2,33.81,1.69,15.68,0.56
2018,5,Micronesia,17.66,2655.64,206120.71,9880.24,440.49,478.8,428.18,21.14,226.74,88.69
2018,5,Nauru,1.41,25.8,6624.75,280.01,7.02,7.63,13.5,0.68,6.04,0.23
2018,5,Niue,0.24,25.63,2546.87,114.33,4.6,5,5.05,0.26,2.52,0.08
2018,5,Palau,3.99,718.26,50233.13,2476.49,115.88,125.96,104.9,5.17,54.55,14.97
2018,5,Papua New Guinea,40.1,6518.56,465856.88,22766.97,1058.4,1150.43,976.69,47.95,525.97,221.28
2018,5,Samoa,0.46,39.74,3345.81,151.87,6.66,7.24,6.74,0.34,3.28,0.11
2018,5,Solomon Islands,5.19,436.01,33234.53,1589.28,72.03,78.3,68.55,3.38,32.84,1.36
2018,5,Tokelau,0.28,22.16,1899.33,89.85,3.74,4.06,3.78,0.19,1.82,0.06
2018,5,Tonga,0.86,66.05,6145.62,260.99,11.34,12.32,11.95,0.61,6.01,0.2
2018,5,Tuvalu,0.94,42.32,5125.13,214.34,7.79,8.47,9.91,0.5,4.79,0.17
2018,5,Vanuatu,2.21,134.99,11686.6,495.98,22.26,24.2,21.96,1.14,11.27,0.37
2018,6,Cook Islands,1.32,144.23,13008.92,595.41,24.84,27,26.01,1.31,12.72,0.43
2018,6,Fiji,6.87,220.76,26299.74,1067.23,40.85,44.4,50.66,2.6,25.28,0.86
2018,6,Kiribati,2.27,232.72,19628.42,929.06,39.02,42.41,39.71,1.99,19.76,3.1
2018,6,Marshall Islands,2.95,118.86,12815.92,564.91,21.38,23.24,25.62,1.29,12.48,1.78
2018,6,Micronesia,19.67,2643.87,208751.83,9950.7,441.46,479.85,437.21,21.54,236.34,106.49
2018,6,Nauru,0.99,31.68,5111.99,218.3,6.81,7.4,10.38,0.53,4.74,0.18
2018,6,Niue,0.27,35.88,2891.09,132.74,5.95,6.46,5.75,0.29,2.84,0.09
2018,6,Palau,4.17,678.02,48578.09,2391.32,110.47,120.07,101.59,5.01,52.62,14.46
2018,6,Papua New Guinea,42.24,6458.62,458571.7,22390.11,1045.69,1136.62,963.46,47.24,520.37,221.84
2018,6,Samoa,0.43,27.08,2449.78,108.22,4.64,5.04,4.95,0.25,2.38,0.08
2018,6,Solomon Islands,3.81,355.57,27431.64,1326.15,59.42,64.59,57.62,2.83,27.39,0.94
2018,6,Tokelau,0.12,13.02,996.7,47.62,2.12,2.3,1.99,0.1,0.97,0.03
2018,6,Tonga,2.14,70.4,9146.93,365.24,13.45,14.62,17.72,0.9,8.82,0.3
2018,6,Tuvalu,0.66,37.43,4181.26,186.68,6.89,7.49,8.55,0.42,4.02,0.14
2018,6,Vanuatu,2.14,101.6,8810.67,377.83,16.75,18.2,16.95,0.87,8.52,0.29
2018,7,Cook Islands,1.85,140.72,14439.05,634.02,24.98,27.15,28.51,1.44,14.01,0.47
2018,7,Fiji,6.21,192.79,23912.01,979.42,36.29,39.44,46.21,2.35,22.95,0.78
2018,7,Kiribati,2.18,216.28,19822.93,911.94,37.39,40.64,40.26,2.01,19.85,2.94
2018,7,Marshall Islands,3.09,151.03,15626.82,707.24,27.31,29.69,31.9,1.6,14.91,0.53
2018,7,Micronesia,16.24,2640.14,205852.87,9868.95,437.24,475.26,429.05,21.13,232.39,104.82
2018,7,Nauru,2.23,28.27,8889.44,364.67,8.53,9.27,17.92,0.9,8.01,0.31
2018,7,Niue,0.35,31.53,2991.13,129.39,5.44,5.91,5.82,0.3,2.91,0.1
2018,7,Palau,5.39,747.68,53392.07,2593.72,118.84,129.18,109.86,5.45,57.29,17.09
2018,7,Papua New Guinea,45.35,6739.57,483797.11,23553.53,1092.24,1187.21,1014.18,49.81,552.61,244.36
2018,7,Samoa,0.26,15.88,1730.34,73.3,2.89,3.14,3.4,0.17,1.68,0.06
2018,7,Solomon Islands,3.42,353.2,26683.26,1295.49,58.57,63.66,56.36,2.75,26.85,1.63
2018,7,Tokelau,0.16,15.36,1175.69,57.42,2.47,2.69,2.38,0.12,1.14,0.04
2018,7,Tonga,1.53,69.34,7506.68,310.4,12.51,13.6,14.69,0.75,7.34,0.25
2018,7,Tuvalu,0.46,20.98,2624.72,112.16,3.93,4.28,5.38,0.26,2.89,1.13
2018,7,Vanuatu,2.07,99.96,9933.36,411.55,17.35,18.86,19.15,0.98,9.8,0.7
2018,8,Cook Islands,2.09,142.3,14879.97,655.23,25.63,27.86,29.53,1.49,14.53,0.49
2018,8,Fiji,6.18,176.14,23991.31,966.45,34.52,37.52,46.43,2.35,23.07,0.79
2018,8,Kiribati,4.32,238.35,27603.3,1221.5,44.45,48.32,55.04,2.79,25.9,0.92
2018,8,Marshall Islands,3.3,186.62,18605.3,832.38,33.39,36.3,38.24,1.91,19.19,4.25
2018,8,Micronesia,16.17,2547.98,194930.61,9313.63,418.97,455.4,406.02,20,222.8,106.98
2018,8,Nauru,1.04,32.9,6062.22,249.65,7.44,8.09,12.13,0.62,5.56,0.21
2018,8,Niue,0.44,34.66,3843.21,166.49,6.39,6.94,7.58,0.38,3.77,0.13
2018,8,Palau,4.85,660.69,48211.15,2304.29,106.3,115.54,99.38,4.91,52.48,17.47
2018,8,Papua New Guinea,47.44,6370.24,462305.36,22281.53,1033.71,1123.6,966.56,47.46,533.43,257.7
2018,8,Samoa,0.32,27.51,2676.91,115.87,4.87,5.3,5.41,0.27,2.64,0.09
2018,8,Solomon Islands,3.9,378.55,28832.62,1366.24,62.69,68.14,60.1,2.95,28.69,1
2018,8,Tokelau,0.18,9.2,1489.71,65.5,1.98,2.15,3.01,0.15,1.39,0.05
2018,8,Tonga,1.52,55.37,7266.74,284.99,10.65,11.58,14.14,0.71,7.1,0.24
